,per_student_2012,percent_of_all_expenditures_2012,total_expenditure_2012
M393,657,0.038,199870
M394,1015,0.053,253722
M397,97,0.006,24503
M399,470,0.026000000000000002,114737
M400,105,0.006999999999999999,146238
M407,35,0.003,17342
M408,76,0.005,38271
M411,89,0.005,38487
M412,106,0.006999999999999999,61495
M413,74,0.005,49659
M414,40,0.003,17573
M416,132,0.006999999999999999,66885
M418,42,0.002,26427
M419,82,0.005,34579
M420,209,0.016,369240
M422,382,0.021,88677
M425,64,0.003,38643
M427,399,0.02,69856
M429,85,0.003,25114
M432,453,0.019,97001
M437,192,0.011000000000000001,43377
M438,1144,0.061,201331
M439,129,0.006,55319
M440,692,0.023,143971
M442,171,0.009000000000000001,26346
M445,,,
M449,186,0.011000000000000001,82480
M459,200,0.012,64926
M460,222,0.011000000000000001,230679
M475,82,0.006,270037
M489,56,0.003,45335
M500,444,0.019,105260
M507,2079,0.098,261972
M519,170,0.012,83501
M520,118,0.006999999999999999,244396
M529,244,0.016,176623
M531,300,0.016,65181
M535,,,
M542,243,0.013000000000000001,131604
M543,87,0.005,36915
M544,118,0.006,46279
M545,84,0.005,29748
M550,74,0.003,29323
M551,298,0.016,127937
M560,158,0.008,95331
M565,27,0.001,4193
M570,588,0.026000000000000002,145917
M575,286,0.016,231152
M580,87,0.003,53367
M586,249,0.006,16922
M600,203,0.013000000000000001,324211
M605,368,0.02,70669
M615,396,0.019,184579
M620,239,0.012,270442
M625,663,0.034,951435
M630,243,0.017,327149
M655,73,0.005,52613
M690,,,
M896,163,0.006999999999999999,47146
M009,85,0.005,51445
M044,,,
M054,58,0.004,47991
M075,69,0.004,43726
M076,398,0.021,214654
M084,109,0.006,53272
M087,87,0.005,83915
M145,139,0.005,62005
M149,85,0.004,32617
M163,62,0.003,39129
M165,229,0.012,188995
M166,24,0.001,14279
M180,103,0.006,64645
M185,436,0.017,103233
M191,150,0.006999999999999999,82276
M199,93,0.005,73326
M208,218,0.008,43591
M241,607,0.015,68587
M242,207,0.009000000000000001,61158
M243,58,0.004,12877
M244,,,
M245,102,0.006999999999999999,41015
M246,,,
M247,698,0.037000000000000005,141647
M250,383,0.016,67734
M256,101,0.004,17039
M258,742,0.035,182541
M283,51,0.003,20921
M299,137,0.008,57368
M307,233,0.013000000000000001,85173
M333,138,0.008,100261
M334,177,0.012,100588
M402,230,0.01,65154
M403,204,0.011000000000000001,73009
M404,276,0.013999999999999999,54854
M415,109,0.005,56288
M417,167,0.009000000000000001,36504
M421,230,0.011000000000000001,43408
M452,168,0.008,20892
M470,68,0.002,19833
M479,70,0.005,81883
M485,46,0.003,121082
M492,105,0.006,56942
M494,242,0.015,145830
M505,529,0.025,298242
M541,74,0.005,33583
M859,374,0.018000000000000002,51603
M860,142,0.008,58692
M862,117,0.008,37153
M007,69,0.004,27393
M012,140,0.01,69464
M013,118,0.004,27484
M037,357,0.017,83129
M038,55,0.002,14970
M045,147,0.006,35884
M050,215,0.008,68255
M057,266,0.015,207243
M072,137,0.006999999999999999,72685
M083,59,0.003,25346
M096,81,0.004,42185
M099,,,
M101,,,
M102,54,0.002,16275
M108,198,0.011000000000000001,143463
M112,161,0.004,54323
M117,,,
M146,112,0.004,52934
M155,47,0.002,16554
M171,77,0.005,50494
M182,124,0.006999999999999999,45158
M206,734,0.024,239291
M224,218,0.013999999999999999,53917
M277,,,
M372,491,0.018000000000000002,119416
M375,185,0.008,60053
M377,755,0.035,146541
M381,168,0.006,30018
M406,287,0.013999999999999999,48239
M409,133,0.006999999999999999,46549
M435,68,0.005,112903
M495,207,0.011000000000000001,72389
M497,54,0.003,11173
M555,45,0.003,19966
M610,193,0.011000000000000001,86612
M635,790,0.04,151653
M680,73,0.004,21501
M695,,,
M825,96,0.005,34238
M964,77,0.004,18476
M030,281,0.008,85714
M036,45,0.002,27893
M046,39,0.002,32407
M092,173,0.006,48575
M123,48,0.003,32606
M125,251,0.008,50493
M129,191,0.01,122201
M133,106,0.004,29978
M154,79,0.003,29347
M161,136,0.006999999999999999,129158
M172,,,
M175,25,0.001,9507
M194,113,0.004,32170
M195,229,0.006999999999999999,47317
M197,91,0.004,32018
M200,47,0.002,24570
M275,,,
M285,524,0.024,116295
M286,315,0.016,74318
M302,76,0.004,14676
M304,592,0.040999999999999995,252125
M317,,,
M318,96,0.005,20412
M344,,,
M362,288,0.022000000000000002,136724
M367,285,0.015,121245
M369,85,0.005,31706
M410,198,0.01,31666
M469,71,0.003,24503
M499,64,0.005,98854
M514,938,0.038,105007
M517,2122,0.05,106094
M670,62,0.004,35873
M685,87,0.005,45833
M692,417,0.023,169186
M004,32,0.002,22787
M005,85,0.004,65951
M008,91,0.005,51428
M018,211,0.01,88435
M028,153,0.008,135510
M048,263,0.013000000000000001,169153
M052,67,0.003,43365
M090,,,
M098,67,0.003,42862
M115,83,0.004,55819
M128,66,0.003,43265
M132,79,0.004,62697
M143,113,0.005,69152
M152,56,0.003,40517
M153,144,0.008,137794
M164,,,
M173,91,0.005,65676
M178,127,0.004,28740
M187,69,0.004,54778
M189,158,0.009000000000000001,177131
M192,40,0.002,14905
M210,65,0.003,29606
M218,142,0.006,48400
M223,67,0.004,21833
M278,125,0.006999999999999999,65862
M293,80,0.005,46687
M311,165,0.009000000000000001,71172
M314,137,0.006999999999999999,33410
M319,122,0.006,79110
M321,,,
M322,186,0.01,86263
M324,273,0.013000000000000001,116973
M325,65,0.003,23572
M326,166,0.006999999999999999,53439
M328,214,0.01,86831
M346,261,0.015,135744
M348,247,0.013999999999999999,148777
M349,155,0.006999999999999999,24043
M366,124,0.009000000000000001,48369
M368,21,0.001,4988
M423,237,0.011000000000000001,42255
M462,40,0.002,25391
M463,107,0.006,61025
M467,87,0.005,60194
M468,165,0.009000000000000001,112282
M528,149,0.008,40942
M540,162,0.011000000000000001,208612
M552,95,0.005,44673
X001,642,0.033,438572
X005,127,0.006,67397
X018,264,0.013000000000000001,145446
X025,179,0.008,71213
X029,327,0.017,247911
X030,172,0.008,87506
X031,47,0.002,30019
X043,156,0.008,75772
X049,74,0.004,50334
X065,197,0.009000000000000001,80875
X151,188,0.008,53692
X154,52,0.002,28093
X156,,,
X157,92,0.005,56296
X161,123,0.005,73222
X162,75,0.003,42596
X179,110,0.005,44053
X184,,,
X203,108,0.005,30047
X220,,,
X221,123,0.006999999999999999,76603
X222,,,
X223,925,0.053,457030
X224,514,0.027000000000000003,191676
X277,139,0.006999999999999999,70962
X296,300,0.015,98468
X298,293,0.013999999999999999,77831
X321,221,0.009000000000000001,27385
X334,219,0.013000000000000001,85995
X336,,,
X343,721,0.033,183257
X369,136,0.006999999999999999,40368
X379,276,0.015,54602
X381,669,0.035,102393
X385,30,0.001,18114
X427,103,0.005,32979
X473,152,0.008,55307
X495,46,0.003,21309
X500,79,0.005,42639
X520,229,0.01,71101
X522,1786,0.07200000000000001,246521
X527,474,0.027999999999999997,238083
X547,310,0.015,118906
X548,222,0.013000000000000001,106058
X551,44,0.002,24304
X600,373,0.017,275506
X655,445,0.018000000000000002,295040
X670,217,0.011000000000000001,127158
X014,129,0.006999999999999999,77270
X036,104,0.006,76134
X048,78,0.004,67879
X062,211,0.011000000000000001,152354
X069,386,0.021,235855
X071,167,0.011000000000000001,273180
X072,80,0.004,73582
X075,234,0.011000000000000001,143438
X093,147,0.006,59077
X100,141,0.006999999999999999,91851
X101,101,0.006,47063
X107,231,0.012,120714
X119,205,0.012,213715
X123,70,0.003,36321
X125,239,0.013000000000000001,151348
X130,124,0.006,58925
X131,251,0.013000000000000001,210917
X138,44,0.002,42682
X140,44,0.002,27547
X146,332,0.02,163448
X152,99,0.005,94974
X174,,,
X182,185,0.011000000000000001,176980
X192,,,
X201,,,
X269,97,0.006,48307
X282,201,0.013000000000000001,76282
X293,50,0.003,23527
X295,117,0.006,55894
X301,68,0.003,21979
X302,337,0.015,225207
X304,38,0.002,20933
X305,143,0.006999999999999999,51168
X312,204,0.012,101306
X332,329,0.019,109485
X333,139,0.006,61665
X335,125,0.006,24001
X337,51,0.003,14534
X366,193,0.006999999999999999,46977
X367,72,0.004,35761
X371,290,0.013000000000000001,82650
X375,283,0.013000000000000001,91378
X376,185,0.011000000000000001,80004
X377,180,0.01,36012
X405,118,0.006999999999999999,423651
X424,111,0.005,43049
X432,1345,0.065,208481
X448,186,0.01,57748
X450,,,
X452,157,0.008,47774
X467,449,0.022000000000000002,122096
X519,168,0.008,61023
X530,321,0.016,144663
X537,1565,0.07200000000000001,201862
X540,261,0.012,49928
X560,711,0.031,138722
X650,428,0.02,306657
X686,,,
X002,4138,0.064,202760
X004,532,0.02,210071
X011,132,0.006,95792
X022,247,0.012,161563
X028,72,0.004,53974
X035,119,0.006999999999999999,76613
X042,163,0.006999999999999999,81645
X053,38,0.002,51592
X055,49,0.002,34814
X058,169,0.006,74651
X063,336,0.018000000000000002,205380
X064,104,0.005,92054
X070,166,0.01,226909
X073,39,0.002,33684
X088,143,0.006,31694
X090,,,
X109,191,0.011000000000000001,158423
X110,102,0.005,45971
X114,259,0.013999999999999999,223389
X117,23,0.001,16697
X126,336,0.017,247028
X128,314,0.02,114681
X132,243,0.009000000000000001,130906
X145,279,0.013000000000000001,135236
X163,101,0.005,67178
X166,,,
X170,307,0.015,79424
X199,157,0.009000000000000001,114824
X204,491,0.028999999999999998,224108
X215,66,0.004,26841
X218,230,0.013000000000000001,198789
X219,206,0.009000000000000001,90932
X227,140,0.006999999999999999,49697
X229,129,0.003,28376
X230,103,0.005,43800
X231,72,0.005,39619
X232,841,0.044000000000000004,413625
X236,198,0.008,80446
X239,226,0.01,31858
X241,158,0.009000000000000001,95529
X250,197,0.011000000000000001,69968
X252,233,0.016,82362
X260,356,0.023,157899
X263,218,0.013000000000000001,79621
X276,193,0.011000000000000001,44303
X297,196,0.01,88266
X303,269,0.015,91444
X313,226,0.011000000000000001,102069
X323,78,0.004,36854
X324,378,0.023,186536
X325,58,0.003,25594
X327,322,0.018000000000000002,115093
X328,77,0.003,15266
X329,100,0.006,34761
X339,293,0.012,217131
X365,277,0.017,92979
X403,135,0.006999999999999999,54449
X404,218,0.011000000000000001,84010
X412,454,0.018000000000000002,182072
X413,80,0.005,36250
X414,446,0.019,170303
X443,119,0.006999999999999999,55973
X449,177,0.009000000000000001,52788
X454,245,0.013999999999999999,93780
X457,167,0.009000000000000001,84235
X505,247,0.015,188822
X517,98,0.006,52170
X525,453,0.026000000000000002,319453
X543,358,0.02,115648
X003,226,0.009000000000000001,91650
X007,253,0.013999999999999999,143419
X008,140,0.008,170486
X009,147,0.008,107587
X015,30,0.002,16334
X020,223,0.012,241224
X023,178,0.006,92644
X024,39,0.002,34766
X032,57,0.003,42835
X033,180,0.01,191951
X037,326,0.015,202501
X045,48,0.003,47016
X046,34,0.002,42399
X051,79,0.002,17699
X054,290,0.013999999999999999,146319
X056,115,0.006999999999999999,77927
X059,249,0.011000000000000001,143344
X079,,,
X080,328,0.016,212112
X081,52,0.003,32852
X085,109,0.005,118454
X086,137,0.008,244495
X091,154,0.008,110037
X094,159,0.009000000000000001,184768
X095,140,0.008,171493
X118,156,0.01,181141
X141,48,0.003,64165
X143,,,
X159,740,0.028999999999999998,151766
X205,84,0.005,86393
X206,274,0.013000000000000001,106981
X207,175,0.008,71576
X209,222,0.012,59583
X213,133,0.006999999999999999,58906
X225,105,0.006999999999999999,54928
X226,644,0.033,331824
X228,176,0.006999999999999999,44182
X237,177,0.012,95669
X243,119,0.006,75495
X244,505,0.027000000000000003,327435
X246,39,0.002,26402
X254,44,0.002,18410
X268,285,0.019,141735
X279,119,0.006,116160
X280,226,0.013999999999999999,196328
X284,173,0.01,73189
X291,306,0.018000000000000002,178239
X306,212,0.01,158271
X307,216,0.011000000000000001,75234
X308,105,0.005,27646
X310,180,0.01,135075
X315,326,0.015,74008
X319,26,0.001,5484
X331,484,0.022000000000000002,178045
X340,184,0.011000000000000001,110915
X342,190,0.011000000000000001,114987
X344,173,0.012,46437
X360,130,0.006999999999999999,65401
X363,333,0.017,97949
X368,159,0.01,179355
X374,127,0.008,41221
X382,497,0.027999999999999997,194327
X386,354,0.021,176483
X390,266,0.012,114474
X391,272,0.012,169909
X396,692,0.021,236640
X397,61,0.004,19183
X399,,,
X410,,,
X430,,,
X433,163,0.009000000000000001,77275
X434,157,0.008,63780
X435,,,
X437,737,0.04,285245
X438,263,0.012,118813
X439,296,0.015,127839
X440,64,0.004,264376
X442,110,0.006999999999999999,46366
X445,92,0.006999999999999999,278006
X447,431,0.024,179429
X459,307,0.019,101761
X475,264,0.012,186255
X477,45,0.003,20713
X512,,,
X524,2651,0.106,225370
X546,67,0.004,29966
X549,357,0.023,188736
X660,398,0.021,462549
X696,82,0.005,30962
X016,45,0.002,25656
X019,311,0.018000000000000002,156200
X021,42,0.002,35151
X041,161,0.01,140459
X068,213,0.009000000000000001,169502
X076,143,0.009000000000000001,148821
X078,85,0.004,64088
X083,133,0.008,229029
X087,142,0.008,79603
X089,106,0.006,139061
X096,294,0.018000000000000002,310072
X097,173,0.01,130667
X103,30,0.002,32866
X105,165,0.01,250787
X106,238,0.015,296425
X108,140,0.008,82089
X111,151,0.006999999999999999,103781
X112,58,0.003,28224
X113,,,
X121,192,0.012,193239
X127,144,0.008,104812
X135,,,
X142,59,0.003,33750
X144,243,0.013000000000000001,231275
X153,50,0.002,28979
X160,214,0.006999999999999999,85596
X169,354,0.019,101683
X175,59,0.003,19824
X178,204,0.008,85040
X180,40,0.002,33681
X181,83,0.005,56646
X189,242,0.011000000000000001,95598
X194,63,0.004,86733
X249,47,0.003,17599
X253,100,0.006,42050
X265,227,0.013999999999999999,109372
X270,306,0.019,185257
X272,128,0.006999999999999999,54905
X275,659,0.036000000000000004,362501
X287,362,0.016,86472
X288,225,0.015,122042
X289,304,0.016,107120
X290,127,0.008,61522
X299,307,0.018000000000000002,152793
X322,180,0.009000000000000001,71018
X326,322,0.016,114968
X370,137,0.006999999999999999,53952
X415,199,0.009000000000000001,144474
X418,458,0.027000000000000003,221114
X425,,,
X455,87,0.005,154560
X462,670,0.039,169398
X468,136,0.008,44051
X498,573,0.034,199351
X508,1433,0.06,136149
X509,2185,0.079,166032
X513,175,0.011000000000000001,70492
X514,346,0.023,143787
X529,808,0.038,95317
X532,1651,0.068,160149
X541,201,0.01,54215
X542,438,0.03,222088
X544,22,0.001,10414
X545,174,0.009000000000000001,72310
X006,291,0.013999999999999999,212615
X044,268,0.012,87916
X047,177,0.01,191344
X050,113,0.005,56751
X057,446,0.023,222618
X061,187,0.009000000000000001,72760
X066,218,0.01,139325
X067,113,0.006,81939
X092,352,0.015,188833
X098,211,0.009000000000000001,88926
X102,617,0.024,272256
X129,142,0.006999999999999999,79751
X134,56,0.003,38069
X150,130,0.006999999999999999,118719
X158,,,
X190,89,0.004,21904
X191,,,
X195,301,0.018000000000000002,241363
X196,423,0.024,337069
X197,,,
X198,7245,0.067,391248
X211,135,0.006,90878
X212,182,0.009000000000000001,77847
X214,168,0.009000000000000001,163790
X216,,,
X217,199,0.008,64623
X234,,,
X242,285,0.016,136160
X245,275,0.011000000000000001,52575
X248,124,0.006999999999999999,42081
X251,299,0.017,108214
X262,310,0.017,80507
X267,294,0.016,123000
X271,119,0.006,73579
X273,180,0.009000000000000001,45112
X278,166,0.008,38284
X286,148,0.006999999999999999,37346
X300,239,0.013000000000000001,145701
X316,359,0.02,115913
X318,167,0.008,64322
X341,601,0.028999999999999998,115438
X372,184,0.01,73295
X383,763,0.042,186233
X384,428,0.021,145784
X388,462,0.031,187404
X446,181,0.011000000000000001,41203
X463,142,0.006999999999999999,38401
X478,268,0.02,59772
X479,270,0.013999999999999999,65891
X480,171,0.01,57638
X511,1362,0.055999999999999994,96691
X521,1105,0.047,106090
X531,878,0.043,241420
X536,1007,0.051,223606
X550,80,0.004,29685
X680,,,
X682,225,0.01,107506
X684,165,0.009000000000000001,88822
X690,198,0.009000000000000001,49185
X691,142,0.006999999999999999,41993
X692,482,0.028999999999999998,224530
K003,39,0.002,24237
K008,37,0.002,21634
K009,66,0.004,42415
K011,208,0.013999999999999999,133423
K020,43,0.002,13899
K044,62,0.003,20959
K046,85,0.004,32364
K054,62,0.002,17311
K056,48,0.002,12438
K067,197,0.009000000000000001,52394
K093,210,0.012,82503
K103,59,0.003,15620
K113,25,0.001,22164
K117,,,
K133,83,0.003,24965
K256,73,0.003,27661
K258,,,
K265,86,0.004,38031
K266,172,0.008,32571
K270,212,0.009000000000000001,43182
K282,54,0.004,55970
K287,83,0.003,18075
K301,91,0.005,20005
K305,80,0.004,24627
K307,157,0.006,49174
K313,170,0.006999999999999999,22563
K336,189,0.009000000000000001,42610
K350,101,0.006,43527
K412,213,0.013000000000000001,98314
K419,111,0.006,57411
K430,162,0.013000000000000001,861925
K439,588,0.033,215979
K483,165,0.011000000000000001,74274
K492,38,0.003,15937
K499,87,0.005,63295
K509,98,0.004,21459
K527,294,0.02,137826
K553,243,0.011000000000000001,44738
K571,279,0.009000000000000001,24593
K575,621,0.03,94363
K592,236,0.009000000000000001,18374
K595,121,0.006999999999999999,44288
K596,187,0.009000000000000001,29043
K605,186,0.01,172282
K616,414,0.024,87689
K670,31,0.002,27416
K674,578,0.036000000000000004,193532
K691,525,0.027999999999999997,95509
K016,53,0.003,16199
K017,85,0.004,32846
K018,139,0.006999999999999999,29547
K019,285,0.012,100708
K023,272,0.013000000000000001,80391
K031,81,0.003,49312
K033,,,
K034,77,0.005,40567
K049,,,
K050,268,0.012,110708
K059,116,0.006,48412
K071,126,0.006,109076
K084,59,0.003,25604
K110,22,0.001,7767
K120,109,0.006,54482
K126,792,0.026000000000000002,252648
K132,158,0.01,126090
K147,113,0.005,25593
K157,128,0.006,53940
K196,116,0.005,45693
K250,397,0.024,303720
K257,250,0.011000000000000001,159110
K297,156,0.006999999999999999,53264
K318,126,0.008,208238
K319,295,0.015,54853
K322,329,0.013000000000000001,46425
K330,131,0.005,15376
K380,630,0.027000000000000003,365608
K404,110,0.006999999999999999,43848
K449,275,0.02,128480
K454,62,0.004,24247
K474,327,0.023,348751
K477,125,0.008,94783
K478,136,0.009000000000000001,132714
K488,299,0.018000000000000002,119788
K558,258,0.016,128827
K561,131,0.009000000000000001,75473
K577,113,0.006999999999999999,54579
K582,145,0.008,45273
K586,117,0.006,61572
K610,315,0.013999999999999999,227797
K614,465,0.027000000000000003,116350
K632,467,0.023,80804
K640,,,
K685,91,0.004,19944
K001,61,0.004,74078
K010,122,0.006999999999999999,104105
K015,174,0.006,66036
K024,90,0.004,66714
K027,,,
K029,41,0.003,28767
K032,642,0.015,191247
K038,155,0.008,71922
K039,105,0.006999999999999999,38830
K051,40,0.003,43400
K058,83,0.005,72384
K088,315,0.016,309192
K094,473,0.032,645213
K107,192,0.013000000000000001,106503
K124,67,0.003,23171
K130,109,0.006999999999999999,69695
K131,265,0.018000000000000002,274156
K136,742,0.033,363676
K146,27,0.001,16927
K154,81,0.005,35764
K169,245,0.016,356860
K172,128,0.006999999999999999,75208
K230,92,0.005,124524
K261,38,0.002,31034
K295,262,0.013999999999999999,120218
K321,62,0.004,87050
K378,,,
K418,,,
K423,2455,0.08,198864
K429,484,0.019,171259
K442,279,0.01,48626
K443,355,0.024,181609
K447,110,0.005,54216
K448,119,0.006999999999999999,82062
K462,318,0.018000000000000002,150614
K463,65,0.003,21735
K464,102,0.005,40258
K497,139,0.006999999999999999,67481
K519,282,0.015,186984
K520,641,0.02,64093
K529,199,0.009000000000000001,42342
K530,173,0.008,32107
K656,90,0.006,61107
K667,453,0.028999999999999998,447963
K676,126,0.005,28396
K684,1503,0.062,160868
K698,1020,0.042,152023
K821,300,0.018000000000000002,155965
K005,133,0.006,54588
K021,61,0.004,39650
K025,155,0.006,50429
K026,93,0.004,28148
K028,318,0.012,77340
K035,285,0.012,65002
K040,124,0.006,41826
K057,106,0.005,24762
K081,75,0.003,29117
K143,,,
K243,112,0.004,40038
K262,234,0.012,102472
K267,488,0.021,165453
K304,,,
K308,71,0.003,45771
K309,188,0.008,67839
K335,113,0.005,43511
K385,143,0.005,26948
K393,50,0.003,22148
K455,373,0.021,608493
K498,168,0.008,67974
K534,356,0.015,78699
K584,175,0.006,31490
K594,316,0.02,93008
K627,123,0.006999999999999999,18778
K628,498,0.031,99050
K636,130,0.006,27036
K688,337,0.016,53561
K002,206,0.01,89377
K006,61,0.003,40552
K012,146,0.006,35645
K022,68,0.003,30121
K061,38,0.002,40844
K091,116,0.005,77799
K092,44,0.002,26276
K122,465,0.018000000000000002,48322
K138,52,0.003,46207
K161,47,0.003,38746
K167,138,0.006999999999999999,63745
K181,56,0.003,64454
K189,323,0.023,414481
K191,120,0.005,32524
K221,107,0.005,63197
K241,127,0.006999999999999999,78001
K246,60,0.003,37066
K249,109,0.006999999999999999,86525
K289,114,0.005,66219
K316,222,0.009000000000000001,64631
K334,171,0.008,38598
K340,62,0.004,16709
K352,106,0.005,36915
K353,65,0.003,11651
K354,112,0.005,29469
K375,127,0.006,71150
K382,400,0.027000000000000003,225744
K390,,,
K391,,,
K394,52,0.003,33670
K397,78,0.004,29315
K398,201,0.008,74182
K399,183,0.012,96674
K408,196,0.012,62409
K440,,,
K459,,,
K469,,,
K470,,,
K479,,,
K484,35,0.002,5813
K489,149,0.005,29706
K524,157,0.008,62769
K528,585,0.04,200607
K531,113,0.006,43738
K533,117,0.006999999999999999,47530
K537,229,0.012,88007
K539,202,0.012,85055
K543,82,0.006,42627
K544,61,0.003,23730
K546,69,0.005,28885
K547,232,0.013999999999999999,109046
K548,206,0.013000000000000001,84967
K568,32,0.001,7181
K587,63,0.003,21571
K590,49,0.004,53924
K600,140,0.009000000000000001,225267
K625,396,0.017,129137
K751,408,0.019,56364
K770,206,0.008,27005
K066,103,0.006999999999999999,79410
K068,159,0.009000000000000001,142018
K114,57,0.003,38076
K115,70,0.005,88239
K135,64,0.004,49632
K208,62,0.004,34719
K211,126,0.006,96919
K219,139,0.006999999999999999,93716
K232,,,
K233,91,0.005,58637
K235,191,0.013000000000000001,248701
K244,126,0.005,100948
K252,,,
K268,57,0.003,30547
K272,42,0.002,28120
K276,86,0.004,67430
K279,144,0.006999999999999999,85497
K285,74,0.005,69463
K366,150,0.006999999999999999,38458
K415,,,
K500,,,
K515,,,
K563,192,0.009000000000000001,73333
K566,215,0.013000000000000001,71309
K567,361,0.021,137972
K569,191,0.01,56013
K576,232,0.013000000000000001,74293
K578,135,0.006999999999999999,29233
K581,258,0.013000000000000001,72778
K588,101,0.006,37853
K589,607,0.04,177811
K598,724,0.042,258505
K617,381,0.02,117962
K629,73,0.004,21939
K633,293,0.018000000000000002,134771
K635,46,0.003,9430
K637,389,0.026000000000000002,106565
K642,215,0.012,65666
K673,200,0.012,40689
K007,151,0.009000000000000001,135776
K013,170,0.008,87827
K065,838,0.054000000000000006,576777
K072,,,
K089,246,0.013000000000000001,92870
K108,149,0.009000000000000001,131750
K149,93,0.005,70504
K158,131,0.006999999999999999,75323
K159,74,0.004,61716
K166,473,0.02,210538
K171,65,0.004,56909
K174,77,0.004,36533
K190,179,0.006999999999999999,41246
K202,44,0.003,38506
K213,72,0.003,34842
K214,124,0.006999999999999999,133100
K218,82,0.004,47845
K224,152,0.008,130100
K260,1089,0.027999999999999997,113266
K273,138,0.006,55577
K290,38,0.002,22622
K292,54,0.003,41904
K302,143,0.006999999999999999,132521
K306,107,0.005,72636
K311,339,0.015,61704
K325,787,0.036000000000000004,103843
K328,93,0.004,45435
K345,93,0.005,65536
K346,53,0.003,37812
K364,32,0.002,12679
K409,35,0.002,15141
K420,1664,0.040999999999999995,186346
K435,,,
K452,114,0.006999999999999999,30851
K502,210,0.012,80033
K504,72,0.004,28693
K507,196,0.012,88638
K510,70,0.004,26738
K583,231,0.012,93874
K615,96,0.006,126730
K618,119,0.006999999999999999,47882
K639,192,0.011000000000000001,76140
K659,130,0.008,56867
K660,160,0.006,94441
K677,183,0.01,94510
K678,379,0.018000000000000002,81147
K683,146,0.009000000000000001,45409
K751,408,0.019,56364
K030,550,0.031,197075
K048,59,0.003,36665
K062,151,0.009000000000000001,192492
K069,64,0.004,56392
K102,194,0.013000000000000001,250777
K104,84,0.006,101089
K105,105,0.006999999999999999,186150
K112,243,0.016,126621
K127,148,0.009000000000000001,77641
K160,53,0.003,46822
K163,182,0.01,104731
K164,111,0.005,56068
K170,105,0.006999999999999999,93141
K176,401,0.027000000000000003,516471
K179,209,0.012,202128
K180,126,0.006999999999999999,149192
K185,107,0.006999999999999999,83918
K186,161,0.011000000000000001,153841
K187,67,0.005,64781
K192,222,0.01,143504
K200,88,0.006,117917
K201,144,0.01,218980
K204,45,0.003,50666
K205,103,0.005,96217
K220,274,0.016,345235
K223,87,0.005,62111
K227,51,0.003,69652
K229,73,0.005,77089
K247,193,0.013000000000000001,146533
K259,85,0.006,124574
K264,138,0.006,19208
K310,440,0.021,74752
K314,,,
K445,87,0.006,283571
K485,465,0.03,593173
K490,103,0.008,441849
K503,24,0.001,22345
K505,130,0.008,403164
K506,149,0.009000000000000001,121231
K609,270,0.016,101050
K682,246,0.011000000000000001,57562
K686,240,0.013999999999999999,61187
K748,185,0.01,45406
K971,256,0.013000000000000001,40948
K090,127,0.006,75234
K095,66,0.004,63386
K096,277,0.013999999999999999,210312
K097,64,0.004,51892
K098,103,0.009000000000000001,128584
K099,87,0.005,66522
K100,57,0.004,41007
K101,121,0.008,106434
K121,348,0.016,111119
K128,182,0.009000000000000001,69677
