,per_student_2006,percent_of_all_expenditures_2006,total_expenditure_2006
K197,122,0.006,55653
K198,225,0.016,167007
K203,180,0.013999999999999999,176501
K206,178,0.013999999999999999,212607
K207,146,0.012,106452
K217,96,0.006999999999999999,117227
K222,133,0.008,114134
K234,158,0.013000000000000001,284112
K236,95,0.006999999999999999,58587
K240,155,0.015,279395
K245,134,0.006999999999999999,21324
K251,153,0.011000000000000001,98874
K254,140,0.01,83354
K255,120,0.006999999999999999,88870
K269,217,0.013999999999999999,117005
K277,109,0.006999999999999999,44677
K278,239,0.018000000000000002,283693
K312,301,0.019,258468
K315,161,0.013000000000000001,131875
K326,125,0.006999999999999999,33528
K361,184,0.013999999999999999,122795
K381,90,0.006,39100
K405,100,0.01,376512
K425,91,0.009000000000000001,385955
K495,122,0.011000000000000001,431785
K535,122,0.011000000000000001,118634
K555,123,0.009000000000000001,68599
K585,77,0.006,36467
K041,115,0.009000000000000001,104959
K055,308,0.013000000000000001,116285
K073,168,0.01,86752
K137,282,0.016,130635
K150,134,0.009000000000000001,80068
K155,67,0.004,47300
K156,65,0.005,55308
K165,324,0.021,189881
K178,223,0.013999999999999999,134004
K183,137,0.01,118328
K184,231,0.015,147301
K271,155,0.009000000000000001,72051
K284,126,0.008,92666
K298,125,0.008,86511
K323,239,0.016,144399
K327,141,0.009000000000000001,95735
K332,148,0.008,78712
K392,86,0.006999999999999999,25843
0,,,
K493,262,0.019,78085
K514,448,0.037000000000000005,96672
K518,241,0.013000000000000001,40925
K522,200,0.013000000000000001,28198
0,,,
0,,,
0,,,
0,,,
K645,252,0.016,131244
0,,,
0,,,
0,,,
K697,327,0.022000000000000002,188255
Q005,191,0.013000000000000001,308429
Q007,138,0.009000000000000001,167301
Q012,134,0.011000000000000001,155866
Q013,109,0.009000000000000001,150674
Q014,199,0.012,261221
Q016,134,0.011000000000000001,175357
Q019,119,0.01,236581
Q028,313,0.018000000000000002,133849
Q049,526,0.036000000000000004,250807
Q058,93,0.006999999999999999,81512
Q061,111,0.008,210812
Q068,94,0.006,77733
Q071,240,0.015,221392
Q073,254,0.019,451715
Q077,134,0.009000000000000001,169002
Q081,145,0.012,174941
Q087,239,0.013000000000000001,147434
Q088,87,0.005,95342
Q089,99,0.008,165945
Q091,90,0.005,72080
Q093,280,0.022000000000000002,399352
Q102,100,0.008,81097
Q113,95,0.006999999999999999,51901
Q119,116,0.01,129683
Q125,112,0.009000000000000001,179727
Q128,91,0.006,32209
Q143,215,0.016,262349
Q153,111,0.009000000000000001,149972
Q199,151,0.012,148822
Q229,90,0.006,109000
Q239,146,0.012,118082
Q264,249,0.013999999999999999,26842
Q267,652,0.037000000000000005,73642
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q455,115,0.011000000000000001,475971
Q485,166,0.016,506316
Q520,294,0.022000000000000002,143326
Q530,505,0.035,242443
Q550,167,0.012,132843
Q560,193,0.013999999999999999,96832
0,,,
Q600,319,0.024,385840
Q610,274,0.02,510624
0,,,
Q877,149,0.01,86065
Q020,91,0.006999999999999999,124826
Q021,168,0.012,182174
Q022,88,0.006,67027
Q024,107,0.006999999999999999,73776
Q025,104,0.008,110470
Q029,120,0.009000000000000001,67921
Q032,89,0.006999999999999999,62169
Q079,69,0.005,68822
Q107,101,0.006,109569
Q120,140,0.01,137303
Q129,116,0.009000000000000001,103180
Q130,294,0.019,96439
Q154,104,0.008,70384
Q163,126,0.008,65916
Q164,188,0.011000000000000001,105049
Q165,231,0.013000000000000001,169721
Q168,333,0.021,137305
Q169,86,0.005,35546
Q184,77,0.005,37304
Q185,139,0.011000000000000001,118961
Q189,82,0.006,67050
Q193,159,0.011000000000000001,97430
Q194,194,0.016,180197
Q200,160,0.008,65518
Q201,306,0.012,113639
Q209,64,0.005,39134
Q214,173,0.011000000000000001,73999
Q219,158,0.008,88736
Q237,181,0.012,203540
Q242,427,0.024,153854
0,,,
Q250,104,0.006,16438
Q252,1675,0.10400000000000001,134008
Q263,748,0.055999999999999994,161664
0,,,
0,,,
0,,,
Q425,105,0.008,348627
Q460,127,0.011000000000000001,338581
Q499,105,0.006999999999999999,36730
Q525,266,0.021,278528
Q540,139,0.01,54594
Q670,207,0.015,92221
0,,,
Q018,103,0.008,46038
Q026,65,0.005,41618
Q031,89,0.006999999999999999,51790
Q041,105,0.006999999999999999,43177
Q046,98,0.004,41896
Q067,93,0.006999999999999999,102276
Q074,75,0.006,79805
Q094,112,0.009000000000000001,45161
Q098,57,0.004,18010
Q115,97,0.006,42523
Q133,176,0.01,88584
Q158,65,0.005,79951
Q159,104,0.006999999999999999,59865
Q162,202,0.017,142288
Q172,131,0.01,147733
Q173,92,0.006999999999999999,68093
Q178,94,0.005,36785
Q186,56,0.004,18870
Q188,158,0.012,71739
Q191,138,0.01,46229
Q203,72,0.006,54625
Q205,68,0.005,19764
Q213,116,0.006,48137
Q216,126,0.012,168581
Q221,68,0.005,43874
Q266,80,0.006,54246
Q415,80,0.008,324260
Q430,95,0.009000000000000001,402732
Q435,112,0.01,384153
Q495,55,0.005,200063
Q566,107,0.008,97888
Q042,199,0.013000000000000001,180038
Q043,117,0.008,154030
Q045,348,0.018000000000000002,155527
Q047,160,0.009000000000000001,39632
Q051,145,0.009000000000000001,38800
Q053,93,0.006,81713
Q056,119,0.008,54436
Q060,120,0.009000000000000001,140972
Q062,209,0.016,203124
Q063,182,0.013000000000000001,231049
Q064,108,0.008,72017
Q065,200,0.012,106082
Q066,201,0.016,86531
Q090,68,0.005,59473
Q096,210,0.012,56194
Q097,190,0.012,123301
Q100,176,0.013999999999999999,202660
Q104,272,0.016,172385
Q105,346,0.022000000000000002,260619
Q106,252,0.017,121320
Q108,73,0.006,98719
Q114,759,0.05,585200
Q123,182,0.011000000000000001,122554
Q124,146,0.012,144978
Q137,130,0.012,248667
Q146,177,0.008,82001
Q155,418,0.027000000000000003,281118
Q180,164,0.008,30792
Q183,232,0.013000000000000001,128199
Q197,229,0.012,129884
Q198,3403,0.105,997060
Q202,101,0.008,122990
Q207,129,0.008,102072
Q210,109,0.009000000000000001,245084
Q215,237,0.015,145232
Q223,433,0.022000000000000002,292080
Q225,163,0.01,105579
Q226,122,0.01,227732
Q232,560,0.032,361809
Q253,249,0.013999999999999999,85040
Q254,163,0.01,62651
Q260,263,0.021,49198
Q262,175,0.015,80100
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q323,371,0.024,109809
0,,,
0,,,
0,,,
Q400,209,0.017,358675
Q410,193,0.016,498306
Q465,331,0.022000000000000002,363380
Q475,118,0.012,427829
Q480,151,0.013000000000000001,506227
0,,,
Q008,198,0.013999999999999999,204080
Q030,163,0.009000000000000001,92805
Q040,301,0.017,172852
Q048,182,0.012,77522
Q050,113,0.009000000000000001,94787
Q054,67,0.004,37563
Q055,111,0.006999999999999999,80236
Q072,438,0.027999999999999997,381340
Q080,231,0.011000000000000001,147629
Q082,92,0.005,51620
Q086,95,0.008,91837
Q099,108,0.008,84950
Q101,216,0.015,138787
Q117,92,0.008,103832
Q121,67,0.006,73305
Q139,98,0.008,78268
Q140,79,0.006,60944
Q144,124,0.008,89780
Q157,121,0.008,144739
Q160,138,0.011000000000000001,110137
Q161,171,0.012,142227
0,,,
Q174,132,0.009000000000000001,77447
Q175,270,0.019,175164
Q182,114,0.008,105935
Q190,100,0.008,105882
Q196,190,0.015,131041
Q206,89,0.006,62057
Q217,72,0.005,88485
Q220,166,0.009000000000000001,74041
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q440,107,0.01,395330
Q470,75,0.006,186355
Q505,134,0.012,445261
Q620,209,0.018000000000000002,485630
Q680,87,0.006999999999999999,49626
0,,,
Q687,390,0.027999999999999997,146619
Q690,67,0.005,32495
Q896,574,0.040999999999999995,45320
Q015,111,0.006999999999999999,45801
Q033,93,0.006999999999999999,111091
Q034,110,0.006999999999999999,64142
Q035,152,0.011000000000000001,104494
Q036,108,0.006999999999999999,49846
Q037,127,0.006999999999999999,75521
Q038,71,0.005,30808
Q052,389,0.025,217176
Q059,146,0.012,169251
Q095,163,0.013000000000000001,208198
Q109,73,0.006999999999999999,111740
Q116,318,0.023,256915
Q118,125,0.008,88562
Q131,90,0.006,58950
Q132,125,0.008,48488
Q134,144,0.008,63152
Q135,132,0.009000000000000001,162966
Q136,101,0.006999999999999999,69040
Q138,126,0.009000000000000001,112695
Q147,256,0.018000000000000002,196289
Q156,214,0.015,171033
Q176,98,0.006999999999999999,57129
Q181,93,0.006,49489
Q192,193,0.012,153633
Q195,182,0.013000000000000001,132266
Q208,177,0.013999999999999999,137670
Q231,91,0.008,110871
Q238,98,0.006999999999999999,154639
Q248,797,0.051,76472
Q251,167,0.011000000000000001,73651
Q259,395,0.026000000000000002,57646
Q265,130,0.01,27595
Q268,304,0.019,135765
Q270,212,0.015,119139
Q272,188,0.013000000000000001,57177
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q420,215,0.01,89934
Q492,203,0.013999999999999999,110141
Q494,115,0.009000000000000001,58150
Q496,323,0.025,176618
Q498,92,0.006999999999999999,47100
Q002,120,0.006999999999999999,72241
Q010,127,0.009000000000000001,114078
Q011,127,0.01,152713
Q017,117,0.008,86818
Q069,133,0.01,154918
Q070,144,0.011000000000000001,157975
Q076,165,0.008,109006
Q078,203,0.009000000000000001,50224
Q084,199,0.012,78603
Q085,152,0.009000000000000001,75013
Q092,197,0.012,146373
Q111,182,0.009000000000000001,80123
Q112,158,0.009000000000000001,93750
Q122,134,0.01,174159
Q126,179,0.011000000000000001,146124
Q127,183,0.012,163434
Q141,238,0.017,270922
Q145,144,0.011000000000000001,284111
Q148,139,0.01,156042
Q149,123,0.009000000000000001,129726
Q150,198,0.013999999999999999,250646
Q151,116,0.006999999999999999,83621
Q152,120,0.009000000000000001,142872
Q166,434,0.032,484083
Q171,187,0.011000000000000001,141596
Q204,443,0.027999999999999997,449908
Q212,190,0.013999999999999999,140633
Q222,448,0.028999999999999998,144760
Q227,136,0.009000000000000001,208247
Q228,143,0.008,48773
Q230,199,0.013999999999999999,210033
Q234,192,0.013000000000000001,132440
Q235,375,0.021,63297
0,,,
0,,,
0,,,
Q445,120,0.011000000000000001,422371
Q450,137,0.011000000000000001,523858
Q501,131,0.008,74563
Q502,330,0.019,238567
Q555,169,0.015,182330
Q575,232,0.021,140942
Q580,265,0.017,108749
R001,199,0.013999999999999999,104223
R002,94,0.006999999999999999,91086
R003,89,0.006,65167
R004,162,0.01,123240
R005,100,0.006,22687
R006,105,0.006999999999999999,92004
R007,106,0.006999999999999999,134434
R008,157,0.009000000000000001,70478
R011,132,0.006999999999999999,37941
R013,88,0.006999999999999999,68846
R014,132,0.009000000000000001,74128
R016,83,0.005,83427
R018,254,0.013000000000000001,131240
R019,160,0.011000000000000001,99892
R020,170,0.012,73596
R021,142,0.011000000000000001,66536
R022,104,0.008,124967
R023,91,0.006,50926
R024,111,0.008,177639
R026,335,0.017,61047
R027,79,0.005,79264
R029,106,0.006999999999999999,59400
R030,107,0.006999999999999999,85494
R031,214,0.012,88741
R032,148,0.011000000000000001,141414
R034,111,0.008,127849
R035,141,0.011000000000000001,46103
R036,80,0.005,77819
R038,219,0.012,88401
R039,219,0.016,104444
R041,182,0.013000000000000001,119325
R042,121,0.008,117967
R044,73,0.004,62726
R045,126,0.01,125605
R046,219,0.013000000000000001,67130
R047,1294,0.084,147473
R048,156,0.012,60398
R049,275,0.018000000000000002,297220
R050,136,0.006999999999999999,76463
R051,92,0.006999999999999999,117980
R052,204,0.011000000000000001,129432
R053,109,0.006999999999999999,80361
R054,82,0.006,69392
R055,90,0.006,59891
R056,148,0.01,111424
R057,278,0.013000000000000001,185440
R058,132,0.008,99326
R060,134,0.008,126403
R061,173,0.012,226202
0,,,
0,,,
0,,,
R069,110,0.006999999999999999,84222
R072,127,0.01,235599
0,,,
R075,99,0.008,145836
R080,150,0.006999999999999999,185316
R440,177,0.015,439805
R445,190,0.017,491821
R450,160,0.013000000000000001,433927
R455,126,0.012,488157
R460,122,0.01,385414
R470,1227,0.055999999999999994,181631
R600,624,0.035,468015
R605,316,0.022000000000000002,248778
0,,,
K045,160,0.01,130101
K075,256,0.017,164091
K086,179,0.012,97289
K106,170,0.01,111827
K116,234,0.015,117453
K123,71,0.006,76491
K145,159,0.012,178682
K151,124,0.008,65290
K162,263,0.017,208724
0,,,
K274,298,0.02,263113
K291,205,0.013000000000000001,208731
K296,217,0.013999999999999999,210469
K299,143,0.009000000000000001,78873
K347,505,0.03,291845
K349,271,0.016,151141
K376,163,0.01,89911
K377,229,0.013999999999999999,191520
K383,116,0.01,130888
K384,109,0.006,63815
0,,,
K480,308,0.015,153254
K545,128,0.009000000000000001,83866
K549,373,0.027000000000000003,129556
K552,480,0.035,174364
K554,392,0.027999999999999997,92800
K556,120,0.009000000000000001,35921
K564,200,0.015,71309
