,per_student_2007,percent_of_all_expenditures_2007,total_expenditure_2007
M044,395,0.02,197763
M054,114,0.008,107824
M075,185,0.013999999999999999,153364
M076,195,0.011000000000000001,87559
M084,189,0.011000000000000001,86703
M087,156,0.011000000000000001,136227
M145,128,0.006,73741
M149,266,0.013999999999999999,129644
M163,293,0.017,187718
M165,210,0.013000000000000001,127817
M166,127,0.009000000000000001,76792
M180,440,0.025,223915
M185,131,0.006,41456
M191,208,0.011000000000000001,104510
M199,146,0.009000000000000001,100520
M208,148,0.006999999999999999,38009
M241,200,0.011000000000000001,84597
M242,205,0.012,57920
M243,165,0.011000000000000001,33496
0,,,
M245,260,0.022000000000000002,83874
M246,102,0.006999999999999999,21617
M247,549,0.036000000000000004,90612
M250,465,0.031,91976
M256,288,0.015,48123
M258,578,0.032,131282
M283,281,0.019,71566
M299,138,0.009000000000000001,28055
M307,364,0.027000000000000003,106771
M333,294,0.02,189622
M334,206,0.017,102833
0,,,
0,,,
0,,,
M415,407,0.024,341246
0,,,
0,,,
0,,,
M470,125,0.009000000000000001,329490
M479,172,0.013000000000000001,176859
M485,209,0.016,527247
M492,332,0.018000000000000002,172552
M494,445,0.028999999999999998,267937
M505,653,0.035,384575
M541,108,0.006999999999999999,44095
0,,,
M860,144,0.011000000000000001,64604
M862,203,0.017,64448
M007,383,0.022000000000000002,174362
M012,345,0.028999999999999998,156575
M013,205,0.011000000000000001,91086
M037,486,0.027999999999999997,71871
M038,417,0.021,160776
M045,186,0.01,118921
M050,232,0.011000000000000001,120419
M057,290,0.018000000000000002,203547
M072,309,0.017,182663
M083,200,0.015,83894
M096,124,0.008,78310
0,,,
M101,237,0.012,148719
M102,380,0.017,124224
M108,178,0.012,122205
M112,769,0.026000000000000002,265934
M117,407,0.021,212027
M146,310,0.012,161305
M155,169,0.008,63217
M171,219,0.013999999999999999,122367
M182,104,0.006999999999999999,43966
M206,370,0.017,107659
M224,203,0.016,55070
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
M409,216,0.013000000000000001,91824
M435,133,0.01,202241
M495,457,0.03,175103
M497,263,0.015,49506
M555,168,0.01,51272
M610,180,0.012,75279
M635,227,0.016,162310
M680,246,0.016,81426
M695,183,0.013000000000000001,61558
M825,331,0.022000000000000002,147259
M964,167,0.008,33936
M030,580,0.019,235603
M036,182,0.009000000000000001,98578
M046,87,0.005,71867
M092,216,0.006999999999999999,76553
M123,150,0.008,90766
M125,286,0.013000000000000001,121157
M129,201,0.011000000000000001,102967
M133,106,0.005,36331
M154,213,0.011000000000000001,103905
M161,425,0.025,376329
M172,188,0.008,97203
M175,160,0.008,58291
M194,84,0.004,28256
M195,239,0.013000000000000001,217457
M197,89,0.004,50862
M200,113,0.006999999999999999,91285
0,,,
M285,268,0.016,56504
M286,175,0.008,45385
M302,82,0.006999999999999999,23756
M304,740,0.055999999999999994,234450
M317,282,0.019,56768
M318,98,0.003,9905
M344,653,0.038,71849
0,,,
0,,,
0,,,
0,,,
M469,165,0.01,80178
M499,288,0.022000000000000002,433135
0,,,
0,,,
M670,324,0.024,187412
M685,246,0.017,129419
M692,856,0.057,376852
M004,130,0.006999999999999999,89253
M005,236,0.013999999999999999,222605
M008,455,0.025,296184
M018,191,0.01,84183
M028,151,0.01,190679
M048,244,0.012,152211
M052,145,0.008,161664
0,,,
M098,259,0.013000000000000001,163610
M115,206,0.013000000000000001,195851
M128,205,0.011000000000000001,181490
M132,229,0.012,221346
M143,222,0.013000000000000001,253515
M152,121,0.006999999999999999,134912
M153,435,0.024,458344
0,,,
M173,370,0.021,315562
M178,169,0.006999999999999999,49005
M187,175,0.012,136431
M189,193,0.012,227870
M192,262,0.013000000000000001,142960
M210,324,0.019,83357
M218,250,0.013000000000000001,149301
M223,207,0.013000000000000001,87587
M278,245,0.013000000000000001,110806
M293,236,0.016,38040
M311,326,0.019,133538
M314,271,0.015,80145
M319,208,0.013000000000000001,96104
M321,108,0.006,41113
M322,118,0.006999999999999999,64606
M324,205,0.013000000000000001,85058
M325,176,0.01,81703
M326,327,0.022000000000000002,178426
M328,417,0.028999999999999998,248326
M346,488,0.036000000000000004,75665
M348,837,0.057,128963
M349,205,0.013999999999999999,41172
0,,,
0,,,
0,,,
M462,396,0.025,284878
M463,307,0.022000000000000002,191878
M467,177,0.012,111799
M468,346,0.022000000000000002,226579
M528,228,0.013999999999999999,63701
M540,117,0.008,180108
M552,251,0.015,103982
X001,324,0.021,219919
X005,172,0.01,101739
X018,158,0.009000000000000001,78611
X025,498,0.027999999999999997,288107
X029,573,0.036000000000000004,439235
X030,252,0.013000000000000001,154350
X031,407,0.025,334971
X043,334,0.016,178125
X049,565,0.028999999999999998,347071
X065,409,0.019,193060
X151,355,0.016,105781
X154,421,0.023,234473
X156,174,0.006999999999999999,124724
X157,193,0.01,113383
X161,524,0.021,253094
X162,221,0.013000000000000001,230124
X179,412,0.026000000000000002,150064
X184,302,0.009000000000000001,74341
X203,308,0.016,162834
X220,235,0.012,71719
X221,471,0.033,239465
0,,,
X223,680,0.046,319154
X224,620,0.037000000000000005,247919
X277,185,0.01,100190
X296,237,0.015,48532
X298,117,0.006,23573
X321,550,0.027999999999999997,71544
X334,3323,0.18899999999999997,322286
X336,1399,0.08800000000000001,118912
X343,403,0.022000000000000002,89092
0,,,
0,,,
0,,,
0,,,
X427,235,0.013999999999999999,86323
X473,108,0.006999999999999999,35345
X495,320,0.021,140626
X500,148,0.012,79207
X520,265,0.016,124673
0,,,
X527,243,0.018000000000000002,97792
X547,546,0.034,177903
X548,418,0.025,134512
X551,378,0.025,118680
X600,275,0.015,346203
X655,136,0.008,209702
X670,139,0.009000000000000001,81714
X014,131,0.008,70764
X036,113,0.006999999999999999,70808
X048,184,0.011000000000000001,199975
X062,362,0.023,270910
X069,187,0.012,89920
X071,348,0.027000000000000003,490449
X072,451,0.022000000000000002,419777
X075,376,0.022000000000000002,292265
X093,226,0.009000000000000001,101689
X100,409,0.026000000000000002,270948
X101,267,0.02,155734
X107,194,0.01,109563
X119,286,0.019,223954
X123,461,0.025,253307
X125,138,0.01,133041
X130,349,0.022000000000000002,238462
X131,169,0.012,198992
X138,215,0.013999999999999999,164716
X140,216,0.011000000000000001,109535
X146,296,0.016,137263
X152,145,0.009000000000000001,129040
X174,146,0.009000000000000001,168149
X182,135,0.009000000000000001,124526
X192,139,0.008,135113
X201,369,0.021,166132
X269,388,0.023,75587
X282,332,0.028999999999999998,80664
X293,203,0.018000000000000002,75032
X295,185,0.013999999999999999,68926
X301,453,0.028999999999999998,195256
X302,273,0.016,250286
X304,371,0.02,160476
X305,367,0.027999999999999997,131044
X312,161,0.011000000000000001,57334
X332,1095,0.068,118247
X333,239,0.013999999999999999,249391
X335,239,0.013999999999999999,249391
X337,341,0.024,91630
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
X405,162,0.013999999999999999,696533
0,,,
0,,,
0,,,
X450,231,0.012,380812
X452,807,0.052000000000000005,241957
0,,,
X519,523,0.031,173055
X530,498,0.034,176294
0,,,
X540,205,0.013000000000000001,75147
X560,187,0.01,65856
X650,270,0.02,487970
X686,350,0.017,105105
X002,196,0.006999999999999999,64788
X004,593,0.023,347753
X011,176,0.01,123370
X022,429,0.026000000000000002,300611
X028,350,0.019,278464
X035,677,0.047,465687
X042,488,0.022000000000000002,250669
X053,274,0.018000000000000002,378365
X055,423,0.021,296690
X058,251,0.012,105797
X063,209,0.011000000000000001,95821
X064,491,0.027000000000000003,457301
X070,188,0.013000000000000001,280706
X073,251,0.015,206653
X088,771,0.046,248281
X090,333,0.02,433899
X109,170,0.011000000000000001,120596
X110,306,0.013000000000000001,154406
X114,428,0.027000000000000003,349388
X117,262,0.016,282517
X126,369,0.021,290158
X128,343,0.026000000000000002,87406
X132,297,0.011000000000000001,177463
X145,745,0.039,378539
X163,155,0.009000000000000001,111789
X166,348,0.019,343227
X170,279,0.019,70421
X199,113,0.006,87755
X204,589,0.032,216279
X215,222,0.015,55006
X218,330,0.022000000000000002,316378
X219,497,0.025,260436
X227,349,0.026000000000000002,110076
X229,435,0.017,175801
X230,244,0.013000000000000001,120817
X231,304,0.021,81713
X232,481,0.026000000000000002,281764
X236,345,0.016,146434
X239,113,0.008,28029
X241,320,0.021,77171
X250,368,0.028999999999999998,109728
X252,182,0.013000000000000001,41037
X260,267,0.02,61953
X263,184,0.012,41173
X276,301,0.02,62850
X297,181,0.013000000000000001,70074
X303,653,0.043,214127
X313,309,0.019,139565
X323,312,0.022000000000000002,171436
X324,928,0.04,77043
X325,208,0.015,102260
X327,235,0.018000000000000002,50563
X328,293,0.018000000000000002,89318
X329,491,0.035,55971
X339,258,0.015,236036
0,,,
X403,255,0.018000000000000002,85462
X404,156,0.01,62857
X412,248,0.012,120548
X413,1109,0.069,557950
X414,580,0.028999999999999998,272988
0,,,
0,,,
0,,,
0,,,
X505,382,0.023,220191
X517,390,0.032,154332
X525,350,0.022000000000000002,218860
X543,298,0.021,64567
X003,123,0.006,64689
X007,346,0.019,217479
X008,216,0.015,249690
X009,154,0.009000000000000001,107507
X015,99,0.006,56498
X020,377,0.022000000000000002,482958
X023,308,0.013000000000000001,204743
X024,147,0.008,105077
X032,269,0.016,228312
X033,684,0.048,722493
X037,211,0.011000000000000001,121717
X045,227,0.013999999999999999,270897
X046,107,0.006999999999999999,131735
X051,196,0.009000000000000001,48713
X054,414,0.022000000000000002,205210
X056,248,0.016,129022
X059,443,0.019,248346
X079,287,0.02,296969
X080,343,0.018000000000000002,258320
X081,312,0.02,210196
X085,828,0.040999999999999995,928657
X086,526,0.035,888730
X091,507,0.03,398179
X094,178,0.011000000000000001,188843
X095,348,0.021,475298
X118,168,0.012,203836
X141,219,0.015,272265
0,,,
X159,505,0.025,121702
X205,316,0.022000000000000002,309870
X206,255,0.013999999999999999,107540
X207,611,0.03,297364
X209,574,0.032,122830
X213,320,0.023,93296
X225,293,0.021,129305
X226,213,0.013000000000000001,94035
X228,435,0.021,59097
X237,414,0.032,169907
X243,113,0.008,53146
X244,644,0.043,453118
X246,88,0.005,70039
X254,254,0.013000000000000001,124370
X268,683,0.053,152272
X279,159,0.01,169883
X280,483,0.035,361382
X284,369,0.027000000000000003,145551
X291,337,0.022000000000000002,194287
X306,523,0.025,381860
X307,596,0.022000000000000002,153662
X308,285,0.012,78734
X310,306,0.017,223414
X315,801,0.036000000000000004,187360
X319,184,0.006999999999999999,23676
X331,599,0.04,306781
X340,273,0.018000000000000002,150258
X342,169,0.011000000000000001,45506
0,,,
X360,329,0.021,168780
0,,,
X368,186,0.013999999999999999,187402
0,,,
0,,,
0,,,
X390,316,0.017,179975
X391,381,0.021,302599
X396,118,0.004,35411
0,,,
X399,577,0.031,436371
0,,,
X430,366,0.023,545067
X433,73,0.006,39119
X434,174,0.009000000000000001,71181
0,,,
X437,165,0.009000000000000001,75594
X438,193,0.011000000000000001,111080
X439,364,0.021,173402
X440,82,0.006,365052
X442,238,0.016,78705
X445,251,0.021,630684
0,,,
0,,,
X475,386,0.026000000000000002,1213
X477,316,0.022000000000000002,135362
0,,,
0,,,
X546,264,0.017,97022
X549,331,0.022000000000000002,121639
X660,285,0.018000000000000002,421443
X696,877,0.059000000000000004,292846
X016,231,0.017,154763
X019,201,0.013000000000000001,94353
X021,173,0.012,138414
X041,180,0.013000000000000001,163103
X068,268,0.015,211147
X076,342,0.023,351547
X078,266,0.017,214924
X083,192,0.013000000000000001,301450
X087,121,0.008,64654
X089,141,0.009000000000000001,187270
X096,267,0.017,273141
X097,124,0.008,88266
X103,208,0.015,241129
X105,123,0.008,184112
X106,252,0.016,248302
X108,98,0.006999999999999999,57315
X111,302,0.013000000000000001,189914
X112,289,0.016,182083
X113,143,0.008,71191
X121,166,0.011000000000000001,128411
X127,198,0.013000000000000001,165053
X135,230,0.013000000000000001,168319
X142,253,0.017,265511
X144,168,0.01,197851
X153,252,0.011000000000000001,148427
X160,159,0.006,85895
0,,,
X175,197,0.013999999999999999,79596
X178,237,0.012,115442
X180,218,0.011000000000000001,224677
X181,274,0.016,198821
0,,,
X194,136,0.01,167781
X249,429,0.033,119378
X253,258,0.02,87372
X265,472,0.036000000000000004,153762
X270,556,0.038,156702
X272,169,0.013000000000000001,69773
X275,1347,0.091,433625
X287,371,0.027999999999999997,82795
X288,285,0.022000000000000002,126367
X289,184,0.013999999999999999,74656
X290,203,0.015,79107
X299,92,0.006999999999999999,35637
X322,710,0.055,142062
X326,962,0.07,192382
0,,,
X415,133,0.008,245228
X418,331,0.021,119548
X425,149,0.008,116597
X455,149,0.013000000000000001,486113
0,,,
0,,,
0,,,
0,,,
0,,,
X513,339,0.023,86382
X514,81,0.006,21686
0,,,
0,,,
X541,121,0.009000000000000001,48450
X542,136,0.011000000000000001,61400
X544,494,0.035,199180
X545,714,0.04,274787
X006,237,0.013000000000000001,177082
X044,153,0.006999999999999999,57670
X047,418,0.028999999999999998,481148
X050,429,0.021,265938
X057,446,0.022000000000000002,219133
X061,158,0.009000000000000001,61493
X066,1674,0.07400000000000001,940509
X067,298,0.017,247989
X092,127,0.006999999999999999,75199
X098,565,0.027000000000000003,271436
X102,295,0.017,371633
X129,271,0.016,139412
X134,142,0.008,85723
X150,216,0.012,153417
X158,557,0.013999999999999999,118183
X190,102,0.006,26860
0,,,
X195,495,0.025,187601
X196,287,0.017,109657
X197,360,0.022000000000000002,210973
X198,811,0.027000000000000003,390250
X211,227,0.012,157295
X212,238,0.013999999999999999,134446
X214,316,0.016,264869
X216,140,0.008,61679
X217,140,0.008,61163
0,,,
X242,557,0.036000000000000004,83044
X245,475,0.038,135464
X248,235,0.017,54210
X251,238,0.015,51794
X262,184,0.013999999999999999,57491
X267,160,0.01,25325
X271,235,0.016,114637
X273,290,0.022000000000000002,78088
X278,752,0.057999999999999996,210663
X286,448,0.03,111568
X300,165,0.011000000000000001,99145
X316,608,0.045,135513
X318,252,0.013999999999999999,106704
X341,217,0.017,44326
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
X480,207,0.01,71055
0,,,
0,,,
0,,,
0,,,
X550,367,0.02,108126
X680,151,0.011000000000000001,77333
X682,379,0.024,179149
X684,260,0.016,143205
X690,272,0.019,206726
X691,706,0.032,80438
X692,452,0.028999999999999998,230304
K003,119,0.008,74836
K008,212,0.013000000000000001,90912
K009,181,0.01,93034
K011,175,0.011000000000000001,85223
K020,213,0.012,91174
K044,163,0.011000000000000001,97776
K046,296,0.015,115569
K054,130,0.006,50758
K056,302,0.013999999999999999,108137
K067,387,0.017,107495
K093,195,0.011000000000000001,92040
K103,352,0.023,102474
K113,253,0.016,222096
K117,224,0.011000000000000001,96476
K133,445,0.019,126869
K256,125,0.006,53459
K258,210,0.01,99108
K265,420,0.024,272418
K266,151,0.011000000000000001,32624
K270,442,0.023,134077
K282,325,0.024,214693
K287,374,0.016,72260
K301,1010,0.07400000000000001,222267
K305,252,0.015,112821
K307,176,0.008,58672
K313,456,0.028999999999999998,130086
K336,370,0.022000000000000002,46247
K350,105,0.008,22858
K412,795,0.042,77896
K419,156,0.013000000000000001,151843
K430,90,0.008,387527
K439,251,0.017,89711
K483,569,0.042,181520
K492,1831,0.11,157487
K499,225,0.015,159612
K509,339,0.021,106168
K527,912,0.046,69288
K553,1153,0.052000000000000005,295144
K571,602,0.039,168055
K575,324,0.012,57049
0,,,
K595,167,0.012,57123
0,,,
K605,258,0.013000000000000001,261291
0,,,
K670,108,0.009000000000000001,107517
0,,,
0,,,
K016,160,0.009000000000000001,62565
K017,159,0.009000000000000001,63106
K018,517,0.028999999999999998,132780
K019,229,0.013000000000000001,120527
K023,394,0.024,132315
K031,189,0.012,112474
K033,1629,0.031,131937
K034,209,0.013999999999999999,96318
K049,477,0.022000000000000002,203579
K050,369,0.024,265430
K059,318,0.019,177299
K071,266,0.013000000000000001,233673
K084,174,0.008,88762
K110,414,0.022000000000000002,176105
K120,503,0.027999999999999997,241831
K126,319,0.017,224785
K132,183,0.013000000000000001,120893
K147,595,0.025,201178
K157,121,0.006,39583
K196,415,0.02,167252
K250,117,0.009000000000000001,102254
K257,203,0.01,114849
K297,133,0.008,50935
K318,331,0.023,462015
K319,760,0.040999999999999995,137526
K322,903,0.066,187832
K330,556,0.036000000000000004,82276
K380,375,0.018000000000000002,184728
K404,1063,0.068,112648
K449,2467,0.09300000000000001,155425
K454,765,0.045,84169
K474,305,0.022000000000000002,327533
K477,274,0.019,226473
K478,288,0.018000000000000002,235040
K488,342,0.023,101642
K558,316,0.024,95940
K561,410,0.032,133786
K577,388,0.027999999999999997,133852
K582,630,0.040999999999999995,170805
0,,,
K610,334,0.021,352799
0,,,
0,,,
K640,349,0.012,63921
K685,496,0.025,87274
K001,137,0.009000000000000001,147730
K010,211,0.01,118825
K015,297,0.013999999999999999,121559
K024,294,0.016,238227
K027,193,0.008,102483
K029,210,0.016,151530
K032,642,0.018000000000000002,179745
K038,184,0.01,88089
K039,128,0.009000000000000001,47603
K051,107,0.009000000000000001,106260
K058,185,0.01,89662
K088,450,0.026000000000000002,433311
K094,219,0.016,254161
K107,288,0.02,133270
K124,146,0.009000000000000001,50043
K130,225,0.015,116636
K131,329,0.023,292288
K136,1123,0.052000000000000005,542618
K146,248,0.016,130598
K154,329,0.02,133367
K169,272,0.018000000000000002,291980
K172,345,0.024,188797
K230,152,0.011000000000000001,179412
K261,119,0.008,94829
K295,218,0.012,89740
K321,172,0.013000000000000001,217835
0,,,
0,,,
0,,,
K429,332,0.021,219146
K442,268,0.012,61197
K443,960,0.064,401175
K447,338,0.022000000000000002,133402
K448,241,0.017,137061
K462,210,0.013999999999999999,124718
K463,164,0.011000000000000001,104000
K464,306,0.022000000000000002,156005
K497,624,0.03,290209
K519,369,0.025,297988
K520,313,0.019,94603
K529,866,0.051,123901
K530,246,0.019,98967
K656,345,0.024,243587
0,,,
0,,,
0,,,
K698,184,0.009000000000000001,26443
K821,375,0.028999999999999998,163286
K005,165,0.008,74344
K021,141,0.01,96565
K025,593,0.023,234848
K026,144,0.009000000000000001,57610
K028,480,0.019,110979
K035,164,0.008,47478
K040,156,0.008,60082
K057,266,0.013999999999999999,89030
K081,227,0.012,104323
K143,184,0.006999999999999999,39210
K243,205,0.01,93007
K262,189,0.01,70777
K267,222,0.013000000000000001,107728
K304,131,0.008,51202
K308,370,0.022000000000000002,331100
K309,186,0.01,84155
K335,207,0.011000000000000001,97062
K385,173,0.009000000000000001,48491
K393,359,0.026000000000000002,152132
K455,135,0.012,544799
K498,220,0.018000000000000002,178721
K534,644,0.037000000000000005,160439
K584,506,0.034,139558
0,,,
0,,,
0,,,
0,,,
0,,,
K002,325,0.015,202055
K006,186,0.011000000000000001,118308
K012,749,0.03,339517
K022,275,0.013000000000000001,159695
K061,155,0.01,155397
K091,326,0.018000000000000002,241034
K092,222,0.013000000000000001,174549
0,,,
K138,248,0.013999999999999999,252489
K161,102,0.008,100279
K167,219,0.012,127820
K181,192,0.012,237140
K189,187,0.013000000000000001,214352
K191,222,0.011000000000000001,76223
K221,167,0.01,110572
K241,213,0.013000000000000001,132911
K246,350,0.018000000000000002,339929
K249,219,0.013999999999999999,162582
K289,238,0.013000000000000001,198576
K316,670,0.027999999999999997,261348
K334,504,0.028999999999999998,84229
K340,267,0.02,93188
K352,430,0.027000000000000003,219522
K353,388,0.024,74970
K354,322,0.021,61272
K375,267,0.015,144154
K382,1123,0.077,173010
K390,226,0.006999999999999999,48650
0,,,
K394,325,0.021,264201
K397,150,0.009000000000000001,60383
K398,138,0.006999999999999999,72006
K399,381,0.026000000000000002,170859
K408,574,0.035,58569
0,,,
0,,,
K469,312,0.009000000000000001,40280
0,,,
K479,381,0.013000000000000001,43474
K484,1039,0.057999999999999996,76874
K489,192,0.006999999999999999,58341
K524,440,0.028999999999999998,145181
K528,172,0.012,55418
K531,282,0.021,129299
K533,272,0.021,119205
K537,457,0.033,148016
K539,257,0.018000000000000002,81479
K543,238,0.016,106001
K544,282,0.018000000000000002,111541
K546,313,0.022000000000000002,126290
K547,571,0.039,259410
K548,554,0.035,226649
K568,1215,0.057,312249
K587,623,0.034,280133
K590,132,0.012,119629
K600,210,0.015,487267
K625,186,0.013000000000000001,266232
0,,,
0,,,
K066,149,0.01,98241
K068,189,0.012,210410
K114,139,0.009000000000000001,128177
K115,228,0.018000000000000002,273572
K135,148,0.01,117265
K208,194,0.013000000000000001,130518
K211,254,0.013000000000000001,193920
K219,232,0.013999999999999999,210070
K232,115,0.006999999999999999,94292
K233,214,0.013000000000000001,163694
K235,176,0.015,258017
K244,117,0.006,120516
K252,303,0.013000000000000001,110344
K268,244,0.016,159876
K272,224,0.013000000000000001,180017
K276,144,0.01,134084
K279,131,0.008,106254
K285,130,0.009000000000000001,130870
0,,,
K415,110,0.008,222249
K500,225,0.019,656331
K515,100,0.006999999999999999,168120
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
K007,150,0.01,135627
K013,296,0.016,183095
K065,215,0.013000000000000001,115604
K072,295,0.015,227452
K089,433,0.023,105550
K108,137,0.01,131908
K149,147,0.009000000000000001,112817
K158,263,0.015,139530
K159,102,0.006999999999999999,93104
K166,170,0.009000000000000001,113560
K171,193,0.013999999999999999,187244
K174,299,0.016,152266
K190,283,0.013000000000000001,97573
K202,212,0.013999999999999999,228224
K213,206,0.012,106154
K214,253,0.016,259840
K218,164,0.01,155142
K224,608,0.039,527959
K260,138,0.008,61142
K273,220,0.012,113689
K290,101,0.006,64001
K292,147,0.009000000000000001,131462
K302,143,0.009000000000000001,161561
K306,108,0.006,76544
K311,261,0.016,58948
0,,,
K328,138,0.006999999999999999,100272
K345,252,0.015,188495
K346,140,0.009000000000000001,110727
K364,217,0.013000000000000001,94459
K409,338,0.021,146286
K420,151,0.011000000000000001,410152
K435,160,0.005,46311
K452,1464,0.077,109791
K502,117,0.008,35914
K504,328,0.023,95491
K507,435,0.034,132560
K510,282,0.02,80900
0,,,
K615,182,0.013000000000000001,310670
0,,,
0,,,
0,,,
K660,223,0.013000000000000001,279919
0,,,
0,,,
0,,,
0,,,
K030,98,0.006999999999999999,33410
K048,192,0.013000000000000001,118448
K062,229,0.013999999999999999,253550
K069,237,0.015,185832
K102,204,0.013999999999999999,225171
K104,407,0.031,521542
K105,170,0.012,208602
K112,173,0.012,82690
K127,195,0.013000000000000001,78853
K160,263,0.021,206750
K163,221,0.012,107474
K164,211,0.009000000000000001,104185
K170,211,0.015,160915
K176,267,0.017,290700
K179,138,0.01,132432
K180,202,0.011000000000000001,125868
K185,360,0.028999999999999998,287719
K186,308,0.019,262446
K187,270,0.019,271661
K192,416,0.016,183880
K200,127,0.01,155762
K201,214,0.018000000000000002,391218
K204,248,0.018000000000000002,244396
K205,219,0.011000000000000001,210705
K220,389,0.026000000000000002,507265
K223,190,0.009000000000000001,136950
K227,274,0.016,368020
K229,147,0.011000000000000001,83713
K247,222,0.016,145964
K259,383,0.028999999999999998,515764
0,,,
0,,,
K314,488,0.035,372291
K445,216,0.017,644361
K485,338,0.024,408328
K490,263,0.023,1151
K503,488,0.035,372291
K505,258,0.022000000000000002,947265
K506,186,0.013000000000000001,140381
0,,,
0,,,
0,,,
0,,,
0,,,
K090,343,0.018000000000000002,174798
K095,238,0.016,214700
K096,155,0.01,191231
K097,149,0.011000000000000001,123553
K098,126,0.011000000000000001,126166
K099,419,0.028999999999999998,339082
K100,553,0.038,370976
K101,149,0.012,123084
K121,329,0.017,86135
K128,411,0.022000000000000002,130761
K153,142,0.008,81735
K177,280,0.02,243989
K188,190,0.011000000000000001,129033
K199,618,0.034,318970
K209,163,0.01,102888
K212,178,0.01,101930
K215,238,0.015,155919
K216,144,0.008,63691
K225,297,0.017,292415
K226,334,0.017,250028
K228,281,0.02,308320
K238,445,0.019,257828
K239,152,0.011000000000000001,189854
K253,456,0.027000000000000003,265053
K281,221,0.016,283107
K288,195,0.01,113712
K303,307,0.019,274929
