,per_student_2007,percent_of_all_expenditures_2007,total_expenditure_2007
K329,242,0.012,166836
K337,1009,0.06,159433
K344,1073,0.08199999999999999,196400
K348,622,0.040999999999999995,100152
K400,210,0.013000000000000001,295719
K410,137,0.011000000000000001,367397
K468,1121,0.06,94193
K525,121,0.009000000000000001,474001
K540,282,0.023,897006
0,,,
0,,,
K620,205,0.013000000000000001,299040
K690,352,0.023,280937
0,,,
K014,340,0.016,272763
K052,219,0.013000000000000001,163955
K078,228,0.017,285726
K109,394,0.02,290832
K119,152,0.011000000000000001,73267
K134,246,0.013999999999999999,104288
K139,317,0.024,346272
K152,133,0.009000000000000001,100360
K193,126,0.009000000000000001,109815
K194,199,0.01,92515
K195,103,0.006999999999999999,38997
K197,181,0.008,79447
K198,143,0.01,100419
K203,291,0.018000000000000002,274075
K206,317,0.024,391373
K207,204,0.013999999999999999,173212
K217,94,0.006,112430
K222,154,0.008,136564
K234,347,0.027000000000000003,611402
K236,127,0.009000000000000001,77250
K240,159,0.013000000000000001,258523
K245,332,0.013000000000000001,55106
K251,201,0.013999999999999999,133668
K254,157,0.01,92196
K255,117,0.006,83362
K269,226,0.013000000000000001,120367
K277,141,0.008,60218
K278,512,0.036000000000000004,599498
K312,214,0.013000000000000001,188195
K315,248,0.019,201157
K326,268,0.015,77639
K361,314,0.021,223902
K381,196,0.011000000000000001,75210
K405,193,0.018000000000000002,727133
K425,115,0.01,501649
K495,151,0.012,450939
K535,309,0.024,300743
K555,215,0.015,125045
K585,182,0.012,53370
K041,126,0.009000000000000001,104533
K055,739,0.023,151447
K073,217,0.013000000000000001,130004
K137,429,0.023,200873
K150,293,0.017,171133
K155,169,0.01,116309
K156,127,0.009000000000000001,115569
K165,145,0.009000000000000001,92201
K178,159,0.01,98693
K183,153,0.011000000000000001,128215
K184,152,0.009000000000000001,82616
K271,314,0.012,66565
K284,107,0.006999999999999999,76586
K298,107,0.006,73285
K323,281,0.017,148407
K327,157,0.01,114610
K332,155,0.008,79791
K392,150,0.011000000000000001,43984
0,,,
K493,129,0.009000000000000001,57327
K514,296,0.023,91587
K518,239,0.013000000000000001,62329
K522,254,0.013999999999999999,44501
0,,,
0,,,
0,,,
0,,,
K645,285,0.018000000000000002,147466
0,,,
0,,,
0,,,
K697,448,0.028999999999999998,260023
Q005,257,0.015,396191
Q007,144,0.008,163803
Q012,116,0.009000000000000001,138162
Q013,128,0.01,172186
Q014,167,0.009000000000000001,211056
Q016,118,0.009000000000000001,150606
Q019,177,0.013000000000000001,348717
Q028,141,0.008,65670
Q049,190,0.013999999999999999,93493
Q058,155,0.011000000000000001,141840
Q061,338,0.025,684466
Q068,104,0.006999999999999999,89121
Q071,138,0.008,131507
Q073,167,0.011000000000000001,281019
Q077,124,0.008,157476
Q081,209,0.015,249322
Q087,151,0.008,95628
Q088,111,0.006,116419
Q089,107,0.008,176502
Q091,116,0.006,92189
Q093,212,0.016,289390
Q102,159,0.011000000000000001,131144
Q113,122,0.008,61933
Q119,148,0.012,158913
Q125,187,0.013999999999999999,307277
Q128,122,0.008,47832
Q143,231,0.015,280005
Q153,134,0.01,182218
Q199,164,0.012,159369
Q229,106,0.006,131086
Q239,126,0.01,104086
Q264,155,0.009000000000000001,32936
Q267,193,0.011000000000000001,43988
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q455,124,0.01,469748
Q485,210,0.018000000000000002,641481
Q520,253,0.019,121713
Q530,465,0.03,220738
Q550,151,0.01,113899
Q560,293,0.019,145015
0,,,
Q600,326,0.02,378408
Q610,357,0.025,698670
0,,,
Q877,239,0.013999999999999999,121115
Q020,184,0.013000000000000001,250962
Q021,154,0.01,158750
Q022,124,0.009000000000000001,93787
Q024,105,0.006999999999999999,73098
Q025,230,0.016,201603
Q029,90,0.006999999999999999,52767
Q032,144,0.01,97349
Q079,87,0.006999999999999999,85737
Q107,131,0.008,135768
Q120,176,0.012,158164
Q129,168,0.012,156927
Q130,201,0.012,67717
Q154,104,0.006999999999999999,66670
Q163,132,0.008,70367
Q164,205,0.012,131637
Q165,157,0.008,106986
Q168,1433,0.061,336683
Q169,152,0.008,64412
Q184,91,0.006,46774
Q185,114,0.008,91464
Q189,152,0.009000000000000001,89626
Q193,127,0.008,76290
Q194,165,0.012,137619
Q200,124,0.006,60695
Q201,222,0.009000000000000001,86069
Q209,97,0.006999999999999999,57566
Q214,186,0.012,84088
Q219,344,0.016,213359
Q237,95,0.005,95646
Q242,1316,0.066,497588
0,,,
Q250,110,0.006,18964
Q252,362,0.025,58239
Q263,927,0.066,287391
Q281,935,0.061,139350
Q285,1139,0.07200000000000001,187880
0,,,
Q425,141,0.011000000000000001,448737
Q460,217,0.016,552723
Q499,255,0.017,105726
Q525,331,0.026000000000000002,362113
Q540,288,0.021,130995
Q670,557,0.036000000000000004,256389
0,,,
Q018,186,0.013999999999999999,85706
Q026,131,0.009000000000000001,84225
Q031,136,0.011000000000000001,78183
Q041,144,0.01,59915
Q046,361,0.013999999999999999,152550
Q067,200,0.015,185900
Q074,173,0.012,175820
Q094,132,0.01,55248
Q098,93,0.006,28054
Q115,126,0.006999999999999999,55963
Q133,281,0.016,143225
Q158,100,0.006999999999999999,114572
Q159,119,0.008,65639
Q162,187,0.015,134122
Q172,257,0.02,280985
Q173,93,0.006999999999999999,71818
Q178,108,0.006,45663
Q186,187,0.01,61664
Q188,144,0.011000000000000001,63689
Q191,176,0.013000000000000001,63123
Q203,91,0.006999999999999999,67057
Q205,98,0.006999999999999999,27426
Q213,96,0.005,39682
Q216,111,0.01,139743
Q221,112,0.008,71656
Q266,85,0.005,56822
Q415,102,0.009000000000000001,425290
Q430,169,0.015,762250
Q435,176,0.015,577592
Q495,77,0.006999999999999999,299097
Q566,184,0.013999999999999999,199416
Q042,169,0.01,144532
Q043,250,0.016,340886
Q045,399,0.021,182962
Q047,325,0.017,87511
Q051,314,0.017,83794
Q053,333,0.021,253813
Q056,280,0.019,128454
Q060,90,0.006999999999999999,105889
Q062,126,0.009000000000000001,121254
Q063,171,0.011000000000000001,219138
Q064,193,0.013999999999999999,134340
Q065,197,0.011000000000000001,102532
Q066,338,0.024,147068
Q090,100,0.006999999999999999,84709
Q096,251,0.013999999999999999,68956
Q097,279,0.018000000000000002,198504
Q100,117,0.008,129328
Q104,262,0.013999999999999999,156901
Q105,716,0.044000000000000004,624945
Q106,239,0.013999999999999999,107580
Q108,94,0.006999999999999999,125887
Q114,509,0.033,404339
Q123,321,0.019,198717
Q124,330,0.026000000000000002,356737
Q137,163,0.013000000000000001,303834
Q146,201,0.01,104606
Q155,128,0.008,83756
0,,,
Q183,167,0.009000000000000001,107462
Q197,177,0.009000000000000001,92826
0,,,
Q202,135,0.01,160471
Q207,220,0.013000000000000001,163229
Q210,154,0.012,332332
Q215,181,0.01,106537
Q223,334,0.017,221027
Q225,402,0.023,278088
Q226,123,0.009000000000000001,214655
Q232,589,0.034,411740
Q253,102,0.006,45862
Q254,247,0.013999999999999999,121464
Q260,131,0.01,35006
Q262,177,0.013000000000000001,88266
0,,,
Q282,1439,0.081,109354
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q323,141,0.01,63501
0,,,
Q333,332,0.017,92648
0,,,
Q400,193,0.013999999999999999,292230
Q410,174,0.012,382432
Q465,272,0.015,257353
Q475,158,0.015,579615
Q480,208,0.016,659016
Q650,849,0.06,166433
Q008,192,0.013000000000000001,187546
Q030,99,0.005,54203
Q040,232,0.012,118596
Q048,197,0.012,71688
Q050,194,0.013999999999999999,162702
Q054,127,0.006999999999999999,66664
Q055,122,0.008,87616
Q072,426,0.025,351068
Q080,171,0.006999999999999999,102858
Q082,257,0.013999999999999999,147239
Q086,152,0.012,143998
Q099,162,0.01,120317
Q101,288,0.018000000000000002,181503
Q117,241,0.018000000000000002,260059
Q121,102,0.008,102255
Q139,102,0.008,77933
Q140,90,0.006,68531
Q144,197,0.011000000000000001,139383
Q157,91,0.006,99174
Q160,157,0.011000000000000001,119594
Q161,175,0.011000000000000001,145117
0,,,
Q174,141,0.009000000000000001,82794
Q175,289,0.019,184986
Q182,122,0.006999999999999999,108408
Q190,129,0.009000000000000001,130455
Q196,248,0.018000000000000002,163437
Q206,123,0.008,82736
Q217,127,0.009000000000000001,159725
Q220,190,0.01,91690
Q284,1090,0.063,88287
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q440,202,0.018000000000000002,761984
Q470,117,0.009000000000000001,263633
Q505,235,0.019,755284
Q620,158,0.013000000000000001,417389
Q680,87,0.006999999999999999,51665
0,,,
Q687,244,0.017,93408
Q690,138,0.01,82034
Q896,295,0.022000000000000002,47198
Q015,142,0.009000000000000001,62404
Q033,114,0.008,134179
Q034,216,0.013000000000000001,112548
Q035,174,0.012,109860
Q036,181,0.011000000000000001,88574
Q037,144,0.008,84619
Q038,108,0.006999999999999999,41031
Q052,454,0.028999999999999998,283148
Q059,288,0.02,273073
Q095,359,0.027000000000000003,452628
Q109,100,0.009000000000000001,152763
Q116,168,0.012,146622
Q118,154,0.009000000000000001,104470
Q131,128,0.009000000000000001,83967
Q132,89,0.005,35441
Q134,193,0.01,88941
Q135,142,0.01,172854
Q136,217,0.013999999999999999,157370
Q138,123,0.008,113475
Q147,248,0.017,205115
Q156,209,0.013000000000000001,168851
Q176,105,0.006999999999999999,61667
Q181,149,0.009000000000000001,76556
Q192,159,0.009000000000000001,107787
Q195,166,0.01,110793
Q208,122,0.009000000000000001,88553
Q231,207,0.016,184750
Q238,128,0.008,184391
Q248,460,0.035,90193
Q251,191,0.011000000000000001,79829
Q259,382,0.032,118101
Q265,321,0.022000000000000002,90930
Q268,219,0.013000000000000001,105009
Q270,155,0.01,97909
Q272,187,0.013000000000000001,69128
Q283,623,0.039,65412
0,,,
0,,,
0,,,
0,,,
0,,,
Q420,506,0.016,72346
Q492,246,0.016,129653
Q494,252,0.02,128434
Q496,152,0.011000000000000001,78353
Q498,212,0.015,110503
Q002,167,0.01,104154
Q010,155,0.01,131774
Q011,107,0.008,128091
Q017,135,0.009000000000000001,97939
Q069,121,0.009000000000000001,137285
Q070,204,0.015,229047
Q076,251,0.012,171672
Q078,169,0.006999999999999999,42685
Q084,149,0.008,53744
Q085,130,0.006999999999999999,59507
Q092,213,0.012,169363
Q111,229,0.01,91089
Q112,258,0.013000000000000001,136719
Q122,111,0.009000000000000001,151542
Q126,132,0.008,96517
Q127,182,0.012,184026
Q141,228,0.015,243890
Q145,152,0.011000000000000001,297647
Q148,104,0.006999999999999999,116478
Q149,118,0.008,124961
Q150,196,0.013000000000000001,244398
Q151,144,0.008,96657
Q152,130,0.009000000000000001,161558
Q166,200,0.013999999999999999,231687
Q171,160,0.009000000000000001,119587
Q204,498,0.031,482314
Q212,166,0.011000000000000001,118260
Q222,489,0.027999999999999997,157610
Q227,114,0.006999999999999999,168939
Q228,190,0.011000000000000001,70277
Q230,178,0.012,173312
Q234,140,0.009000000000000001,97453
Q235,575,0.031,112046
0,,,
Q286,537,0.017,42460
0,,,
Q445,151,0.012,507324
Q450,200,0.013000000000000001,685277
Q501,259,0.015,161556
Q502,157,0.011000000000000001,149220
Q555,98,0.006999999999999999,99558
Q575,210,0.018000000000000002,129510
Q580,223,0.013999999999999999,94825
R001,184,0.013000000000000001,101850
R002,299,0.019,290592
R003,133,0.008,100739
R004,420,0.021,320800
R005,209,0.012,46009
R006,165,0.01,150523
R007,120,0.006999999999999999,148838
R008,258,0.013999999999999999,113568
R011,137,0.006999999999999999,39445
R013,128,0.01,96449
R014,138,0.009000000000000001,81258
R016,223,0.013000000000000001,229673
R018,323,0.016,171987
R019,171,0.011000000000000001,108878
R020,341,0.022000000000000002,138613
R021,151,0.011000000000000001,74898
R022,113,0.008,134688
R023,123,0.006999999999999999,67417
R024,245,0.017,386896
R026,202,0.01,40430
R027,241,0.013000000000000001,226152
R029,99,0.006,53031
R030,115,0.006999999999999999,93919
R031,191,0.011000000000000001,96257
R032,203,0.013999999999999999,189332
R034,140,0.01,162678
R035,211,0.017,71396
R036,148,0.009000000000000001,140002
R038,315,0.016,127522
R039,211,0.015,101747
R041,153,0.01,100929
R042,91,0.006,85752
R044,113,0.006,97803
R045,166,0.012,164003
R046,250,0.013999999999999999,73918
R047,272,0.02,54383
R048,326,0.023,123765
R049,303,0.018000000000000002,316417
R050,146,0.006999999999999999,79341
R051,321,0.022000000000000002,388335
R052,399,0.019,255153
R053,125,0.008,88469
R054,95,0.006,77437
R055,153,0.009000000000000001,101849
R056,211,0.013000000000000001,157910
R057,135,0.006,85080
R058,141,0.008,106887
R060,140,0.008,130904
R061,137,0.009000000000000001,178641
0,,,
0,,,
0,,,
R069,113,0.006,88749
R072,103,0.006999999999999999,182417
0,,,
R075,110,0.006999999999999999,153313
R080,136,0.009000000000000001,168189
R440,159,0.012,374785
R445,268,0.022000000000000002,667979
R450,116,0.009000000000000001,311991
R455,246,0.021,943944
R460,231,0.019,771804
R470,643,0.028999999999999998,99651
R600,873,0.046,674689
R605,412,0.031,370461
0,,,
K045,272,0.016,218568
K075,274,0.017,179170
K086,285,0.018000000000000002,154660
K106,295,0.016,181224
K116,176,0.01,80753
K123,149,0.011000000000000001,150681
K145,154,0.01,166164
K151,168,0.01,79982
K162,189,0.012,144356
0,,,
K274,247,0.015,215479
K291,172,0.01,152763
K296,318,0.018000000000000002,256552
K299,201,0.01,99768
K347,431,0.023,237264
K349,220,0.012,119027
K376,194,0.011000000000000001,105716
K377,239,0.013999999999999999,205266
K383,133,0.01,146287
K384,209,0.011000000000000001,135845
K403,690,0.037000000000000005,73151
0,,,
K545,184,0.012,116154
K549,568,0.037000000000000005,250430
K552,121,0.008,55374
K554,556,0.038,141756
K556,214,0.015,89325
K564,577,0.042,213501
