,per_student_2011,percent_of_all_expenditures_2011,total_expenditure_2011
M303,482,0.025,198682
M305,262,0.016,76036
M308,443,0.025,143417
M312,191,0.013000000000000001,107164
M313,423,0.023,107022
M316,94,0.003,34604
M347,1007,0.016,155103
M374,229,0.015,105407
M376,177,0.012,56391
M392,835,0.045,177091
M393,614,0.035,128971
M394,2349,0.11699999999999999,552079
M397,348,0.019,37629
M399,481,0.025,76466
M400,187,0.012,267141
M407,194,0.016,95407
M408,89,0.006,43918
M411,142,0.008,62243
M412,35,0.002,18562
M413,274,0.018000000000000002,185296
M414,50,0.004,22171
M416,245,0.012,122104
M418,61,0.003,39167
M419,402,0.022000000000000002,177465
M420,259,0.02,446582
M422,757,0.039,100633
M425,40,0.002,25942
M427,1743,0.055999999999999994,137725
M429,138,0.005,48732
M432,2641,0.11900000000000001,372358
M437,1065,0.05,117193
M438,2646,0.124,230224
M439,92,0.004,39804
M440,406,0.019,198025
M442,63,0.003,9265
M445,,,
M449,182,0.011000000000000001,77774
M459,289,0.017,92459
M460,222,0.012,274370
M475,62,0.005,203262
M489,141,0.006999999999999999,113386
M500,1009,0.048,226055
M507,,,
M519,390,0.027000000000000003,196394
M520,124,0.008,298697
M529,172,0.011000000000000001,121753
M531,441,0.024,93925
M535,,,
M542,577,0.032,311097
M543,173,0.01,71898
M544,179,0.009000000000000001,74910
M545,156,0.008,52992
M550,491,0.021,196076
M551,262,0.013000000000000001,109242
M560,411,0.021,279638
M565,361,0.017,56255
M570,601,0.028999999999999998,164790
M575,58,0.004,48241
M580,148,0.008,89816
M586,1077,0.024,79661
M600,258,0.017,421125
M605,323,0.017,62038
M615,359,0.018000000000000002,180210
M620,283,0.016,493030
M625,461,0.026000000000000002,783835
M630,222,0.013999999999999999,284962
M655,173,0.01,116323
M690,,,
M896,107,0.003,26024
M009,201,0.012,119772
M044,2193,0.048,146935
M054,58,0.004,48950
M075,141,0.008,96728
M076,308,0.013999999999999999,141783
M084,53,0.003,27599
M087,95,0.006,93436
M145,360,0.013999999999999999,174070
M149,158,0.006999999999999999,68027
M163,120,0.006,75134
M165,281,0.015,216369
M166,30,0.002,18373
M180,96,0.005,60104
M185,323,0.013000000000000001,81024
M191,471,0.024,233031
M199,120,0.006999999999999999,92509
M208,514,0.023,111086
M241,934,0.026000000000000002,144757
M242,169,0.006,32771
M243,49,0.003,10562
M244,,,
M245,391,0.027999999999999997,157382
M246,,,
M247,1092,0.055999999999999994,217222
M250,323,0.015,60445
M256,70,0.003,12103
M258,473,0.023,119783
M283,122,0.008,47826
M299,56,0.003,21980
M307,462,0.025,158833
M333,231,0.012,162925
M334,227,0.017,129476
M402,477,0.023,88733
M403,854,0.043,179392
M404,898,0.055,209132
M415,31,0.001,16077
M417,1721,0.079,172107
M421,455,0.022000000000000002,55963
M452,1691,0.059000000000000004,93007
M470,35,0.002,28420
M479,104,0.006999999999999999,120280
M485,78,0.006,199366
M492,78,0.004,38935
M494,89,0.006,52116
M505,713,0.034,400715
M541,36,0.002,16461
M859,690,0.033,92403
M860,113,0.006,46741
M862,233,0.015,68605
M007,80,0.004,34166
M012,124,0.009000000000000001,62296
M013,233,0.009000000000000001,62031
M037,819,0.038,179467
M038,107,0.005,31551
M045,122,0.005,37243
M050,74,0.003,26862
M057,250,0.013999999999999999,192379
M072,98,0.005,55571
M083,76,0.004,31844
M096,42,0.002,23528
M099,,,
M101,,,
M102,87,0.003,27204
M108,43,0.002,30627
M112,536,0.013999999999999999,176193
M117,,,
M146,200,0.006,92891
M155,213,0.009000000000000001,82316
M171,127,0.008,82459
M182,94,0.005,36022
M206,1520,0.048,392101
M224,144,0.009000000000000001,36040
M277,,,
M372,525,0.023,147037
M375,122,0.005,35112
M377,325,0.016,65065
M381,68,0.002,13398
M406,777,0.035,94757
M409,359,0.019,142075
M435,170,0.013000000000000001,291713
M495,146,0.008,52562
M497,344,0.017,71242
M555,205,0.012,82708
M610,201,0.012,90550
M635,509,0.027999999999999997,156281
M680,97,0.006,29500
M695,,,
M825,181,0.01,65166
M964,266,0.012,60271
M030,504,0.012,139038
M036,71,0.003,45724
M046,39,0.002,29039
M092,177,0.006,52742
M123,29,0.002,20845
M125,327,0.012,76822
M129,81,0.004,50167
M133,76,0.003,22981
M154,151,0.006,59734
M161,76,0.004,70885
M172,,,
M175,157,0.008,58266
M194,84,0.003,24458
M195,212,0.006999999999999999,84420
M197,131,0.006,48953
M200,125,0.006,62759
M275,,,
M285,1093,0.05,245960
M286,588,0.028999999999999998,151081
M302,37,0.002,7835
M304,54,0.004,21426
M317,805,0.026000000000000002,52342
M318,111,0.006,22551
M344,663,0.03,85529
M362,82,0.006,31862
M367,460,0.026000000000000002,194595
M369,148,0.009000000000000001,51617
M410,625,0.028999999999999998,73078
M469,259,0.011000000000000001,86224
M499,67,0.005,104088
M514,,,
M517,,,
M670,168,0.01,97222
M685,465,0.027000000000000003,241039
M692,165,0.01,67264
M004,121,0.006,84749
M005,191,0.01,149037
M008,209,0.011000000000000001,124567
M018,141,0.006999999999999999,56788
M028,72,0.004,64854
M048,44,0.002,26596
M052,53,0.002,38743
M090,,,
M098,162,0.008,108075
M115,378,0.02,257132
M128,353,0.017,255022
M132,55,0.003,44044
M143,115,0.005,77023
M152,84,0.004,65808
M153,172,0.01,177184
M164,,,
M173,102,0.006,70171
M178,113,0.003,26866
M187,103,0.006999999999999999,81851
M189,203,0.012,217891
M192,105,0.005,38893
M210,92,0.005,40025
M218,492,0.021,179429
M223,146,0.009000000000000001,55149
M278,57,0.003,28995
M293,491,0.03,252068
M311,454,0.024,190880
M314,150,0.006999999999999999,38822
M319,162,0.009000000000000001,92613
M321,290,0.008,25767
M322,232,0.012,114593
M324,154,0.006999999999999999,62822
M325,67,0.003,25960
M326,510,0.023,183654
M328,338,0.017,149522
M346,399,0.021,182582
M348,510,0.027999999999999997,267246
M349,554,0.026000000000000002,90885
M366,31,0.002,9464
M368,56,0.003,13719
M423,2135,0.086,286030
M462,142,0.008,91770
M463,54,0.003,30518
M467,33,0.002,22124
M468,207,0.012,146898
M528,80,0.005,21716
M540,222,0.015,330773
M552,174,0.01,82767
X001,276,0.015,191415
X005,145,0.006999999999999999,80711
X018,233,0.01,120828
X025,223,0.009000000000000001,78059
X029,463,0.024,340353
X030,974,0.040999999999999995,463429
X031,143,0.006999999999999999,95375
X043,389,0.018000000000000002,185699
X049,401,0.018000000000000002,258071
X065,277,0.011000000000000001,103799
X151,568,0.024,158504
X154,46,0.002,23699
X156,,,
X157,74,0.004,44625
X161,426,0.018000000000000002,269077
X162,152,0.006999999999999999,111099
X179,132,0.006,51869
X184,,,
X203,258,0.01,75171
X220,,,
X221,195,0.011000000000000001,114499
X222,,,
X223,530,0.032,258949
X224,1081,0.059000000000000004,412767
X277,82,0.004,43352
X296,242,0.011000000000000001,65806
X298,202,0.01,49934
X321,35,0.002,4669
X334,268,0.015,99430
X336,,,
X343,182,0.009000000000000001,44436
X369,174,0.009000000000000001,51398
X379,535,0.031,109081
X381,361,0.018000000000000002,49886
X385,51,0.002,30561
X427,77,0.004,25601
X473,215,0.012,78004
X495,77,0.005,33923
X500,55,0.004,32813
X520,154,0.008,60573
X522,,,
X527,255,0.015,122228
X547,150,0.006999999999999999,51413
X548,458,0.026000000000000002,193985
X551,102,0.006,58311
X600,262,0.013000000000000001,248585
X655,242,0.011000000000000001,199562
X670,416,0.023,253013
X014,109,0.006,67466
X036,66,0.004,47341
X048,83,0.004,73445
X062,370,0.019,261195
X069,459,0.024,276596
X071,405,0.026000000000000002,666866
X072,169,0.008,160810
X075,795,0.036000000000000004,502342
X093,346,0.013000000000000001,138516
X100,55,0.003,38162
X101,120,0.008,54920
X107,94,0.004,47958
X119,170,0.01,161213
X123,149,0.006999999999999999,78738
X125,466,0.024,308044
X130,436,0.02,213883
X131,215,0.012,184214
X138,74,0.004,69875
X140,53,0.003,31788
X146,220,0.011000000000000001,100344
X152,333,0.018000000000000002,312127
X174,,,
X182,258,0.016,256430
X192,,,
X201,,,
X269,155,0.009000000000000001,61034
X282,110,0.006999999999999999,33913
X293,132,0.009000000000000001,60427
X295,320,0.018000000000000002,163142
X301,58,0.003,19529
X302,301,0.013000000000000001,218252
X304,88,0.004,47392
X305,143,0.006999999999999999,52285
X312,505,0.03,252015
X332,468,0.027000000000000003,152906
X333,75,0.003,34243
X335,214,0.01,45713
X337,63,0.003,16437
X366,135,0.006,47504
X367,139,0.006999999999999999,55978
X371,179,0.009000000000000001,62017
X375,351,0.017,150383
X376,228,0.013000000000000001,83916
X377,246,0.013000000000000001,47053
X405,97,0.006999999999999999,379084
X424,87,0.004,34871
X432,2563,0.102,199951
X448,484,0.026000000000000002,105091
X450,,,
X452,503,0.026000000000000002,162096
X467,917,0.046,152192
X519,258,0.013999999999999999,96765
X530,399,0.022000000000000002,178547
X537,,,
X540,527,0.027000000000000003,165532
X560,61,0.003,20806
X650,319,0.017,320047
X686,,,
X002,592,0.012,52718
X004,504,0.018000000000000002,219180
X011,177,0.009000000000000001,130755
X022,329,0.016,211472
X028,86,0.005,65828
X035,216,0.013000000000000001,142842
X042,428,0.019,232842
X053,170,0.01,225717
X055,30,0.001,20969
X058,169,0.006,78667
X063,430,0.021,256683
X064,217,0.01,180040
X070,242,0.013999999999999999,329161
X073,391,0.02,351179
X088,452,0.021,115641
X090,273,0.011000000000000001,47438
X109,227,0.013000000000000001,177205
X110,124,0.005,56003
X114,394,0.02,340811
X117,103,0.005,79625
X126,525,0.026000000000000002,389227
X128,225,0.013999999999999999,74781
X132,280,0.01,154676
X145,535,0.024,251959
X163,184,0.01,126371
X166,156,0.005,26287
X170,332,0.013999999999999999,77108
X199,150,0.008,111055
X204,577,0.033,232578
X215,330,0.02,140744
X218,165,0.009000000000000001,134563
X219,259,0.012,114462
X227,519,0.026000000000000002,186814
X229,440,0.011000000000000001,102123
X230,205,0.009000000000000001,96377
X231,60,0.004,27169
X232,565,0.027000000000000003,243414
X236,401,0.013999999999999999,160392
X239,143,0.008,32550
X241,157,0.009000000000000001,92683
X250,603,0.037000000000000005,216439
X252,62,0.004,22024
X260,52,0.003,22172
X263,129,0.008,47612
X276,216,0.012,56585
X297,173,0.009000000000000001,74684
X303,196,0.011000000000000001,66614
X313,394,0.02,176247
X323,209,0.012,106156
X324,194,0.012,73243
X325,300,0.013999999999999999,127355
X327,304,0.019,110316
X328,1048,0.040999999999999995,219024
X329,141,0.008,48902
X339,348,0.016,277507
X365,768,0.047,279375
X403,352,0.02,140734
X404,367,0.019,156051
X412,461,0.022000000000000002,202512
X413,156,0.008,67806
X414,482,0.022000000000000002,199231
X443,834,0.044000000000000004,326209
X449,924,0.044000000000000004,209849
X454,80,0.004,19779
X457,250,0.013000000000000001,108786
X505,206,0.013000000000000001,149226
X517,54,0.003,32964
X525,383,0.022000000000000002,248883
X543,285,0.015,73013
X003,143,0.006,59190
X007,440,0.021,233504
X008,411,0.023,496779
X009,77,0.004,54447
X015,30,0.002,17515
X020,132,0.006999999999999999,151382
X023,439,0.015,214418
X024,36,0.002,30631
X032,230,0.012,179102
X033,158,0.009000000000000001,164962
X037,49,0.002,29649
X045,163,0.009000000000000001,165459
X046,46,0.002,57445
X051,89,0.004,24071
X054,393,0.019,201197
X056,467,0.027000000000000003,308908
X059,123,0.005,70320
X079,594,0.017,83726
X080,183,0.009000000000000001,119221
X081,54,0.003,37108
X085,164,0.008,185459
X086,121,0.006999999999999999,211553
X091,74,0.004,54659
X094,120,0.006999999999999999,124323
X095,198,0.011000000000000001,241062
X118,83,0.005,96167
X141,70,0.005,93910
X143,,,
X159,1154,0.049,250361
X205,230,0.013999999999999999,229563
X206,170,0.008,66723
X207,642,0.028999999999999998,275859
X209,273,0.013999999999999999,69367
X213,210,0.011000000000000001,90150
X225,121,0.008,64063
X226,555,0.027000000000000003,233250
X228,389,0.013999999999999999,93047
X237,158,0.01,75378
X243,275,0.015,167932
X244,435,0.023,292918
X246,44,0.002,30370
X254,42,0.002,18957
X268,512,0.032,264241
X279,182,0.01,179552
X280,322,0.02,277470
X284,302,0.017,123083
X291,298,0.017,164868
X306,427,0.02,326175
X307,248,0.011000000000000001,81461
X308,119,0.006,34036
X310,164,0.009000000000000001,119827
X315,121,0.005,26225
X319,98,0.004,20032
X331,595,0.027000000000000003,221275
X340,344,0.02,198603
X342,394,0.022000000000000002,219598
X344,183,0.011000000000000001,27680
X360,99,0.006,47721
X363,421,0.021,68641
X368,161,0.01,179749
X374,184,0.012,67678
X382,402,0.022000000000000002,130668
X386,404,0.024,177032
X390,147,0.006999999999999999,78799
X391,127,0.006,80325
X396,970,0.026000000000000002,251352
X397,272,0.016,64645
X399,465,0.018000000000000002,116641
X410,,,
X430,,,
X433,340,0.018000000000000002,158327
X434,227,0.011000000000000001,88448
X435,,,
X437,152,0.008,56406
X438,57,0.003,26400
X439,352,0.018000000000000002,147464
X440,73,0.005,320905
X442,43,0.002,17265
X445,81,0.006999999999999999,244007
X447,587,0.031,136668
X459,373,0.021,78257
X475,264,0.013999999999999999,301604
X477,90,0.006,40433
X512,,,
X524,,,
X546,190,0.011000000000000001,81475
X549,212,0.013000000000000001,106216
X660,164,0.009000000000000001,225773
X696,87,0.006,32454
X016,392,0.021,239465
X019,373,0.022000000000000002,195673
X021,211,0.012,189753
X041,225,0.013000000000000001,205605
X068,163,0.006999999999999999,127080
X076,105,0.006,111974
X078,153,0.008,110665
X083,89,0.006,148637
X087,63,0.004,35969
X089,98,0.005,130738
X096,407,0.024,422860
X097,68,0.004,49782
X103,141,0.008,162662
X105,139,0.008,207504
X106,386,0.023,476007
X108,220,0.013000000000000001,127645
X111,82,0.004,57695
X112,226,0.011000000000000001,116588
X113,,,
X121,146,0.009000000000000001,139472
X127,104,0.006,76304
X135,,,
X142,254,0.013000000000000001,209002
X144,82,0.004,80956
X153,68,0.003,40346
X160,366,0.012,164377
X169,218,0.011000000000000001,50318
X175,201,0.012,72409
X178,142,0.006,62801
X180,189,0.008,142340
X181,293,0.015,176443
X189,207,0.009000000000000001,82457
X194,46,0.003,62438
X249,46,0.003,14183
X253,96,0.006,40320
X265,278,0.017,129937
X270,166,0.01,100015
X272,129,0.008,62671
X275,827,0.047,460761
X287,192,0.01,58128
X288,439,0.027999999999999997,220723
X289,434,0.026000000000000002,174050
X290,138,0.008,61478
X299,338,0.021,162105
X322,143,0.009000000000000001,73545
X326,581,0.034,232217
X370,159,0.009000000000000001,72216
X415,212,0.011000000000000001,244453
X418,278,0.016,118194
X425,,,
X455,240,0.013999999999999999,477317
X462,756,0.040999999999999995,162621
X468,825,0.045,183969
X498,1467,0.071,306659
X508,,,
X509,,,
X513,444,0.027999999999999997,163391
X514,219,0.013999999999999999,78985
X529,,,
X532,,,
X541,233,0.013000000000000001,89877
X542,494,0.032,247724
X544,165,0.01,75807
X545,285,0.013999999999999999,108668
X006,352,0.018000000000000002,251561
X044,246,0.011000000000000001,86015
X047,176,0.01,198647
X050,203,0.009000000000000001,107171
X057,424,0.021,214804
X061,153,0.006999999999999999,60308
X066,364,0.017,231731
X067,60,0.003,43780
X092,150,0.006,77203
X098,206,0.01,96637
X102,167,0.008,157314
X129,341,0.018000000000000002,196010
X134,70,0.004,47916
X150,161,0.009000000000000001,145620
X158,,,
X190,120,0.006,29928
X191,,,
X195,364,0.022000000000000002,284173
X196,441,0.026000000000000002,347624
X197,,,
X198,2083,0.034,229173
X211,70,0.003,47721
X212,214,0.01,81580
X214,187,0.01,172807
X216,,,
X217,642,0.026000000000000002,218831
X234,,,
X242,281,0.016,108087
X245,332,0.016,112442
X248,349,0.018000000000000002,113107
X251,1216,0.067,449842
X262,576,0.033,210208
X267,279,0.013999999999999999,98378
X271,300,0.015,188831
X273,53,0.003,13829
X278,262,0.013999999999999999,73098
X286,358,0.017,86355
X300,277,0.015,165688
X316,738,0.040999999999999995,201451
X318,355,0.017,134213
X341,1130,0.052000000000000005,211317
X372,181,0.009000000000000001,57323
X383,381,0.022000000000000002,82280
X384,217,0.011000000000000001,74538
X388,994,0.055999999999999994,335136
X446,198,0.013999999999999999,57811
X463,221,0.01,53259
X478,196,0.013000000000000001,26004
X479,435,0.023,66502
X480,28,0.002,9490
X511,,,
X521,,,
X531,,,
X536,,,
X550,702,0.04,266187
X680,653,0.019,42445
X682,356,0.017,179948
X684,194,0.01,100324
X690,203,0.01,77190
X691,330,0.018000000000000002,93725
X692,220,0.012,99183
K003,100,0.006,63564
K008,61,0.004,33712
K009,82,0.004,49054
K011,193,0.012,115706
K020,119,0.006,42651
K044,72,0.004,27302
K046,103,0.005,41479
K054,167,0.006,47801
K056,89,0.004,25712
K067,567,0.026000000000000002,142821
K093,198,0.011000000000000001,81702
K103,453,0.024,123233
K113,65,0.004,59269
K117,,,
K133,327,0.011000000000000001,91638
K256,46,0.002,18496
K258,,,
K265,202,0.01,99792
K266,88,0.004,17161
K270,71,0.003,15983
K282,114,0.008,117122
K287,195,0.006999999999999999,39873
K301,141,0.008,34009
K305,104,0.005,36115
K307,377,0.013999999999999999,112040
K313,101,0.004,17709
K336,126,0.006999999999999999,28925
K350,89,0.005,34706
K412,200,0.012,93508
K419,103,0.006,64547
K430,298,0.023,1534
K439,954,0.053,370225
K483,305,0.02,139915
K492,311,0.019,95589
K499,272,0.017,202361
K509,61,0.003,16020
K527,98,0.006,38728
K553,130,0.006,25394
K571,164,0.006999999999999999,27747
K575,161,0.006999999999999999,20981
K592,924,0.04,102566
K595,117,0.006999999999999999,42363
K596,95,0.005,16832
K605,136,0.006999999999999999,126792
K616,342,0.02,73867
K670,25,0.002,20553
K674,435,0.027000000000000003,107012
K691,389,0.018000000000000002,40475
K016,51,0.003,17149
K017,249,0.011000000000000001,98064
K018,230,0.012,50881
K019,130,0.006,49061
K023,350,0.017,107928
K031,257,0.013999999999999999,142902
K033,,,
K034,165,0.01,86150
K049,,,
K050,328,0.015,154486
K059,129,0.006,56084
K071,107,0.005,93503
K084,182,0.006999999999999999,84421
K110,194,0.009000000000000001,67614
K120,88,0.005,40917
K126,409,0.015,134422
K132,69,0.004,53048
K147,345,0.013999999999999999,84436
K157,211,0.009000000000000001,80461
K196,75,0.003,29987
K250,181,0.011000000000000001,146816
K257,173,0.006999999999999999,102950
K297,124,0.006,43320
K318,186,0.012,312399
K319,281,0.015,54266
K322,1300,0.059000000000000004,241777
K330,249,0.011000000000000001,36089
K380,502,0.022000000000000002,287917
K404,343,0.022000000000000002,127419
K449,245,0.016,82170
K454,162,0.009000000000000001,58317
K474,85,0.005,85704
K477,66,0.004,53141
K478,219,0.013000000000000001,207862
K488,653,0.036000000000000004,248239
K558,196,0.012,83733
K561,34,0.002,18509
K577,186,0.012,82732
K582,218,0.012,66995
K586,420,0.022000000000000002,228681
K610,563,0.027000000000000003,495991
K614,215,0.011000000000000001,42659
K632,746,0.034,110366
K640,,,
K685,74,0.003,14829
K001,132,0.006999999999999999,158511
K010,126,0.006,96384
K015,219,0.008,85893
K024,147,0.006999999999999999,111590
K027,448,0.006999999999999999,34483
K029,97,0.006,65625
K032,366,0.008,105846
K038,141,0.006999999999999999,66490
K039,233,0.013999999999999999,83786
K051,49,0.004,52904
K058,163,0.009000000000000001,128777
K088,291,0.013999999999999999,261340
K094,682,0.047,865276
K107,439,0.027000000000000003,227733
K124,113,0.006,39266
K130,73,0.004,43070
K131,500,0.032,489920
K136,862,0.039,429409
K146,64,0.003,39722
K154,188,0.011000000000000001,81744
K169,318,0.02,429383
K172,393,0.022000000000000002,235237
K230,105,0.006,135395
K261,63,0.004,51947
K295,138,0.006999999999999999,53681
K321,64,0.005,88718
K378,,,
K418,,,
K423,,,
K429,1038,0.046,440283
K442,184,0.006,35464
K443,193,0.012,93589
K447,87,0.004,43552
K448,96,0.005,67160
K462,170,0.009000000000000001,89001
K463,223,0.011000000000000001,86725
K464,178,0.01,76030
K497,351,0.019,168918
K519,372,0.019,251889
K520,412,0.016,83989
K529,144,0.006,29962
K530,146,0.008,42224
K656,26,0.002,17311
K667,453,0.027999999999999997,313763
K676,323,0.015,59817
K684,,,
K698,170,0.008,27338
K821,262,0.016,130802
K005,109,0.005,47781
K021,51,0.003,35215
K025,521,0.019,173967
K026,161,0.008,56111
K028,309,0.012,77653
K035,177,0.006999999999999999,40570
K040,115,0.006,43912
K057,129,0.006,31046
K081,244,0.01,109296
K143,,,
K243,113,0.004,41795
K262,280,0.013000000000000001,108608
K267,222,0.009000000000000001,61407
K304,,,
K308,59,0.003,38112
K309,87,0.003,28769
K335,76,0.003,32690
K385,92,0.004,20680
K393,98,0.005,45619
K455,246,0.015,477774
K498,93,0.005,38394
K534,412,0.019,95133
K584,39,0.002,8816
K594,101,0.006,28066
K627,200,0.011000000000000001,27534
K628,762,0.043,115110
K636,192,0.009000000000000001,41193
K688,557,0.028999999999999998,80232
K002,199,0.009000000000000001,80117
K006,143,0.006999999999999999,95078
K012,343,0.013000000000000001,91607
K022,83,0.004,43111
K061,68,0.004,76598
K091,60,0.003,44501
K092,70,0.004,42317
K122,,,
K138,81,0.005,78952
K161,38,0.002,32975
K167,119,0.006,59597
K181,42,0.002,50445
K189,237,0.016,300767
K191,272,0.012,74975
K221,49,0.002,28276
K241,202,0.01,123343
K246,170,0.008,102241
K249,106,0.006999999999999999,79362
K289,41,0.002,26668
K316,525,0.02,138145
K334,224,0.011000000000000001,51470
K340,85,0.005,23412
K352,104,0.005,42335
K353,273,0.011000000000000001,38507
K354,97,0.004,24687
K375,195,0.01,107229
K382,42,0.003,23447
K390,,,
K391,,,
K394,59,0.003,40614
K397,114,0.006,42664
K398,74,0.003,25850
K399,159,0.011000000000000001,83553
K408,164,0.01,50979
K440,,,
K459,,,
K469,,,
K470,,,
K479,,,
K484,37,0.002,6157
K489,118,0.005,33779
K524,890,0.048,385505
K528,474,0.03,182381
K531,198,0.012,75512
K533,384,0.022000000000000002,164903
K537,29,0.002,11463
K539,94,0.006,38129
K543,56,0.004,28309
K544,162,0.009000000000000001,74467
K546,59,0.004,23981
K547,131,0.006999999999999999,58042
K548,235,0.013999999999999999,93158
K568,528,0.016,97744
K587,110,0.005,41308
K590,101,0.008,103983
K600,178,0.011000000000000001,310803
K625,199,0.01,124391
K751,1499,0.054000000000000006,122886
K770,502,0.02,60240
K066,154,0.01,114408
K068,297,0.016,271330
K114,64,0.004,48409
K115,175,0.012,235043
K135,85,0.005,64421
K208,188,0.011000000000000001,114078
K211,104,0.005,87027
K219,104,0.005,77330
K232,,,
K233,39,0.002,25554
K235,85,0.006,114871
K244,39,0.002,32221
K252,,,
K268,31,0.002,17339
K272,51,0.003,36827
K276,82,0.005,69697
K279,156,0.006999999999999999,96029
K285,51,0.003,47630
K366,180,0.008,36869
K415,,,
K500,82,0.003,28080
K515,,,
K563,223,0.011000000000000001,82999
K566,172,0.01,54316
K567,793,0.042,262578
K569,162,0.009000000000000001,49608
K576,588,0.034,195340
K578,715,0.037000000000000005,164551
K581,106,0.005,25561
K588,181,0.01,64192
K589,52,0.003,12764
K598,729,0.042,242615
K617,189,0.01,45573
K629,268,0.013000000000000001,60636
K633,454,0.027999999999999997,157379
K635,564,0.027999999999999997,99837
K637,446,0.024,83370
K642,627,0.036000000000000004,154229
K673,378,0.023,78556
K007,93,0.005,83320
K013,574,0.025,293245
K065,509,0.033,350978
K072,143,0.004,24506
K089,345,0.018000000000000002,111106
K108,103,0.006,92060
K149,149,0.008,117602
K158,100,0.005,59968
K159,508,0.03,455697
K166,159,0.006999999999999999,82021
K171,415,0.025,358140
K174,199,0.009000000000000001,91146
K190,599,0.022000000000000002,159283
K202,105,0.006,98587
K213,140,0.006999999999999999,68838
K214,129,0.006999999999999999,138319
K218,58,0.003,34965
K224,90,0.005,76485
K260,95,0.004,29751
K273,77,0.004,31633
K290,31,0.002,17926
K292,344,0.019,253685
K302,246,0.012,240097
K306,141,0.006,96772
K311,181,0.008,39962
K325,,,
K328,106,0.004,55811
K345,64,0.003,44074
K346,67,0.004,50397
K364,161,0.008,64740
K409,50,0.003,21682
K420,248,0.01,122212
K435,,,
K452,129,0.006999999999999999,27975
K502,337,0.019,134875
K504,84,0.005,35643
K507,212,0.013000000000000001,89223
K510,494,0.028999999999999998,203383
K583,330,0.02,136855
K615,295,0.017,430132
K618,342,0.017,103396
K639,909,0.051,285270
K659,540,0.034,233856
K660,208,0.01,157614
K677,290,0.017,126235
K678,660,0.031,96316
K683,479,0.027999999999999997,113941
K751,1499,0.054000000000000006,122886
K030,180,0.009000000000000001,61324
K048,80,0.005,51859
K062,390,0.022000000000000002,474976
K069,312,0.018000000000000002,276409
K102,76,0.005,90192
K104,292,0.019,364849
K105,181,0.012,314275
K112,173,0.011000000000000001,84877
K127,160,0.009000000000000001,77080
K160,400,0.026000000000000002,359111
K163,58,0.003,28243
K164,268,0.011000000000000001,138309
K170,461,0.027999999999999997,401421
K176,410,0.027000000000000003,501909
K179,266,0.015,251671
K180,221,0.012,264982
K185,77,0.005,62936
K186,103,0.006999999999999999,96245
K187,103,0.006999999999999999,102689
K192,396,0.016,253510
K200,56,0.004,75085
K201,98,0.006999999999999999,147190
K204,78,0.005,84445
K205,208,0.009000000000000001,189851
K220,403,0.025,521260
K223,310,0.015,191764
K227,48,0.003,64535
K229,53,0.004,47881
K247,274,0.018000000000000002,201061
K259,189,0.012,268328
K264,1972,0.068,145900
K310,818,0.040999999999999995,104663
K314,,,
K445,163,0.012,525207
K485,124,0.008,160856
K490,113,0.009000000000000001,492528
K503,345,0.018000000000000002,307287
K505,181,0.012,618600
K506,348,0.021,271248
K609,464,0.026000000000000002,136753
K682,306,0.015,59440
K686,258,0.015,50477
K748,938,0.037000000000000005,122828
K971,1309,0.067,167495
